"SMILES","SALT","SALT_RATIO","COMPOUND_ID","SAMPLE_ID","SUPPLIER","SUPPLIER_PART_NO","PARENT_AMW","PARENT_EMW","SALTED_MOLECULAR_WEIGHT","MOLECULAR_FORMULA","ALIQUOT_PLATE_BARCODE","ALIQUOT_WELL_ID","ALIQUOT_SOLVENT","ALIQUOT_CONC","ALIQUOT_CONC_UNIT","ALIQUOT_VOLUME","ALIQUOT_VOLUME_UNIT","SOLUBILITY","ALIQUOT_DATE","PURITY_PERCENT","ANALYSIS_DATE","PURITY_METHOD"
"FC(F)(F)Oc1ccc(CNC(=O)CCN2C(=S)NN=C2c3cccs3)cc1",,,"CPD003207439","SAM004401969","Enamine","Z213023588",428.4518,428.0588,428.4518,"C17H15F3N4O2S2","BF00010941","L12","DMSO",10.04,"mM",12,"uL","Soluble","28-Mar-14",98.12,"2014-03-29T07:00:00.0","LCELS_MUX2"
"Nc1nc(N)c(C#N)c(OCc2ccccc2)n1",,,"CPD000870058","SAM004296532","Enamine","Z239127108",241.2529,241.0963,241.2529,"C12H11N5O","BF00010941","M12","DMSO",10.36,"mM",12,"uL","Soluble","28-Mar-14",95.2,"2014-03-28T07:00:00.0","LCUV214_MUX2"
"Nc1[nH]nc(CCCNc2ncc(cc2Cl)C(F)(F)F)c1C#N",,,"CPD003207445","SAM004401977","Enamine","Z127471466",344.7228,344.0764,344.7228,"C13H12ClF3N6","BF00010941","N12","DMSO",10.15,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-29T07:00:00.0","LCUV214_MUX2"
"CCN1C=C(C(=O)NN2C(=O)NC(C)(C2=O)c3ccc(OC)cc3)C(=O)c4ccc(C)nc14",,,"CPD003122383","SAM004296407","Enamine","Z30059549",449.4592,449.1699,449.4592,"C23H23N5O5","BF00010941","O12","DMSO",10.01,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCELS_MUX2"
"NC(=O)C1CCCN(C1)c2ccc(cc2)S(=O)(=O)C(F)(F)F",,,"CPD003207690","SAM004402276","Enamine","Z373009870",336.33,336.0756,336.33,"C13H15F3N2O3S","BF00010941","P12","DMSO",10.11,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-29T07:00:00.0","LCELS_MUX2"
"Cc1noc(C)c1COc2ncnc3n(ncc23)c4ccccc4",,,"CPD000834484","SAM004282178","Enamine","Z13605103",321.3393,321.1225,321.3393,"C17H15N5O2","BF00010941","A13","DMSO",10.27,"mM",12,"uL","Soluble","28-Mar-14",95.83,"2014-03-28T07:00:00.0","LCUV214_MUX2"
"Fc1ccc(Cl)cc1NC(=O)CNc2ccccc2C(=O)NC3CC3",,,"CPD003141601","SAM004319124","Enamine","Z232498558",361.7978,361.0993,361.7978,"C18H17ClFN3O2","BF00010941","B13","DMSO",10.23,"mM",12,"uL","Soluble","28-Mar-14",94.46,"2014-03-28T07:00:00.0","LCELS_MUX2"
"Clc1ccc(cc1)S(=O)(=O)NCCC(=O)OCC(=O)c2ccc[nH]2",,,"CPD000365231","SAM004282143","Enamine","Z16739464",370.8084,370.039,370.8084,"C15H15ClN2O5S","BF00010941","C13","DMSO",10.25,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCUV214_MUX2"
"Cc1ccc(cc1)c2onc(COc3ccc(Cl)cc3C(=O)N)n2",,,"CPD003142047","SAM004319673","Enamine","Z289623028",343.7643,343.0723,343.7643,"C17H14ClN3O3","BF00010941","D13","DMSO",10.18,"mM",12,"uL","Soluble","28-Mar-14",94.09,"2014-03-28T07:00:00.0","LCUV214_MUX2"
"Cc1noc(C)c1C=NNC(=O)c2ccc3OCOc3c2",,,"CPD003112641","SAM004282860","Enamine","Z49725375",287.2757,287.0906,287.2757,"C14H13N3O4","BF00010941","E13","DMSO",10.09,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCUV214_MUX2"
"CCCc1ccc(cc1)C2(C)NC(=O)N(CC(=O)c3cc(C)[nH]c3C)C2=O",,,"CPD003142506","SAM004320221","Enamine","Z238097076",367.4414,367.1895,367.4414,"C21H25N3O3","BF00010941","F13","DMSO",10.07,"mM",12,"uL","Soluble","28-Mar-14",94.11,"2014-03-28T07:00:00.0","LCUV214_MUX2"
"Cc1ccc(c(C)c1)n2nnnc2SCN3C(=O)c4ccccc4C3=O",,,"CPD003112650","SAM004282871","Enamine","Z16587287",365.4103,365.0946,365.4103,"C18H15N5O2S","BF00010941","G13","DMSO",10.13,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCELS_MUX2"
"ONC(=O)C1CCN(CC1)c2ccc(cc2[N+](=O)[O-])C(F)(F)F",,,"CPD003142579","SAM004320303","Enamine","Z59183832",333.2631,333.0936,333.2631,"C13H14F3N3O4","BF00010941","H13","DMSO",10.2,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCUV214_MUX2"
"Cc1ccc(s1)C(=O)NCC(=O)OCC(=O)c2oc3ccccc3c2C",,,"CPD000835247","SAM004283000","Enamine","Z18894019",371.4087,371.0827,371.4087,"C19H17NO5S","BF00010941","I13","DMSO",10.23,"mM",12,"uL","Soluble","28-Mar-14",98.96,"2014-03-28T07:00:00.0","LCELS_MUX2"
"Clc1cccc(NC(=O)CNc2ccccc2C(=O)NC3CC3)c1",,,"CPD003142555","SAM004320273","Enamine","Z232493826",343.8074,343.1087,343.8074,"C18H18ClN3O2","BF00010941","J13","DMSO",10.18,"mM",12,"uL","Soluble","28-Mar-14",98.09,"2014-03-28T07:00:00.0","LCELS_MUX2"
"Cc1ccc(cc1Cl)N2C(=O)CN=C2S",,,"CPD003115972","SAM004287758","Enamine","Z85923455",240.7092,240.0124,240.7092,"C10H9ClN2OS","BF00010941","K13","DMSO",10.39,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCELS_MUX2"
"CC(C)(C)OC(=O)Nc1cccc(c1)C(=O)NCC(N2CCCC2)c3ccccc3",,,"CPD003143489","SAM004321414","Enamine","Z166925490",409.5212,409.2365,409.5212,"C24H31N3O3","BF00010941","L13","DMSO",10.01,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCELS_MUX2"
"CNC(=O)C(Cc1cc(Cl)cc2COCOc12)(Cc3cc(Cl)cc4COCOc34)C#N",,,"CPD000835599","SAM004281268","Enamine","Z55991611",463.3184,462.0749,463.3184,"C22H20Cl2N2O5","BF00010941","M13","DMSO",10.14,"mM",12,"uL","Soluble","28-Mar-14",93.65,"2014-03-28T07:00:00.0","LCUV214_MUX2"
"Nc1nccnc1C(=O)NCCCn2ccc3ccccc23",,,"CPD001886996","SAM004321428","Enamine","Z225290282",295.339,295.1433,295.339,"C16H17N5O","BF00010941","N13","DMSO",10.16,"mM",12,"uL","Soluble","28-Mar-14",94.11,"2014-03-28T07:00:00.0","LCUV214_MUX2"
"CCOC(=O)c1noc(N)c1c2ccccc2",,,"CPD000834858","SAM004281541","Enamine","Z99599672",232.2396,232.0847,232.2396,"C12H12N2O3","BF00010941","O13","DMSO",10.33,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCELS_MUX2"
"CC(C)Cc1ccc(cc1)C(C)NC(=O)C2=NNC(=O)C=C2",,,"CPD003144026","SAM004322044","Enamine","Z26909904",299.3675,299.1633,299.3675,"C17H21N3O2","BF00010941","P13","DMSO",10.02,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCELS_MUX2"
"Cc1cc(NC(=O)c2ccc(F)cc2)nc3nc(nn13)C(F)(F)F",,,"CPD003122501","SAM004296551","Enamine","Z86765355",339.2477,339.0743,339.2477,"C14H9F4N5O","BF00010941","A14","DMSO",10.02,"mM",12,"uL","Soluble","28-Mar-14",96.46,"2014-03-28T07:00:00.0","LCELS_MUX2"
"CC(C)N1C(=O)N(Cc2cnn(n2)c3ccccc3)C(=O)C1=O",,,"CPD003207780","SAM004402383","Enamine","Z441013152",313.3113,313.1175,313.3113,"C15H15N5O3","BF00010941","B14","DMSO",10.21,"mM",12,"uL","Soluble","28-Mar-14",96.45,"2014-03-29T07:00:00.0","LCELS_MUX2"
"Clc1cc(Cl)cc(c1)C(=O)OCC(=O)N2CCNC2=O",,,"CPD003131165","SAM004307147","Enamine","Z18403163",317.1248,316.0017,317.1248,"C12H10Cl2N2O4","BF00010941","C14","DMSO",10.09,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-29T07:00:00.0","LCELS_UPLC3"
"FC(F)(F)c1nnc(NC(=O)CC2CCCCC2)[nH]1",,,"CPD003207542","SAM004402097","Enamine","Z86587191",276.2582,276.1198,276.2582,"C11H15F3N4O","BF00010941","D14","DMSO",10.14,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-29T07:00:00.0","LCUV214_MUX2"
"CC1(NC(=O)N(CC(=O)c2ccc(cc2)N3CCCC3=O)C1=O)c4ccc(cc4)C#N",,,"CPD003131254","SAM004307251","Enamine","Z98709700",416.4292,416.1484,416.4292,"C23H20N4O4","BF00010941","E14","DMSO",10.09,"mM",12,"uL","Soluble","28-Mar-14",99.08,"2014-03-28T07:00:00.0","LCUV214_MUX2"
"CCc1ccc(cc1)C(C)NC(=O)Cn2cnc(n2)C#N",,,"CPD002408244","SAM004403021","Enamine","Z228466500",283.3283,283.1433,283.3283,"C15H17N5O","BF00010941","F14","DMSO",10.24,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-29T07:00:00.0","LCUV214_MUX2"
"COc1c(Br)c(c(Cl)cc1[N+](=O)[O-])[N+](=O)[O-]",,,"CPD003131387","SAM004307411","Enamine","Z227832748",311.474,309.8992,311.474,"C7H4BrClN2O5","BF00010941","G14","DMSO",10.27,"mM",12,"uL","Soluble","28-Mar-14",0.0,"2014-03-29T07:00:00.0","LCUV214_UPLC3"
"CCCCN1C(=O)N(CC2=CC(=O)N3C(=CC=CC3=N2)C)C(=O)C1=O",,,"CPD003208255","SAM004402939","Enamine","Z214705088",342.3492,342.1328,342.3492,"C17H18N4O4","BF00010941","H14","DMSO",10.22,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-29T07:00:00.0","LCUV214_MUX2"
"CCn1c(CCC(=O)N2CCN(CC2)c3ncccn3)nc4cc(ccc14)S(=O)(=O)N",,,"CPD003131477","SAM004307521","Enamine","Z51731293",443.5226,443.1739,443.5226,"C20H25N7O3S","BF00010941","I14","DMSO",10.15,"mM",12,"uL","Soluble","28-Mar-14",96.59,"2014-03-28T07:00:00.0","LCUV214_MUX2"
"CC(NC(=O)CS(=O)(=O)Cc1ccc(cc1)C#N)c2ccc(cc2)C#N",,,"CPD003208476","SAM004403202","Enamine","Z443349914",367.4216,367.0991,367.4216,"C19H17N3O3S","BF00010941","J14","DMSO",10.07,"mM",12,"uL","Soluble","28-Mar-14",95.9,"2014-03-29T07:00:00.0","LCELS_UPLC3"
"CC(C)CCNC(=O)CC1SC(=NC1=O)C2=Cc3ccccc3OC2=O",,,"CPD003131707","SAM004307802","Enamine","Z118580750",372.4381,372.1143,372.4381,"C19H20N2O4S","BF00010941","K14","DMSO",10.2,"mM",12,"uL","Soluble","28-Mar-14",98.94,"2014-03-28T07:00:00.0","LCELS_MUX2"
"Cc1ncc(C#N)c(NC(=O)c2cc(Br)ccc2I)n1",,,"CPD003208699","SAM004403463","Enamine","Z448118624",443.0373,441.8926,443.0373,"C13H8BrIN4O","BF00010941","L14","DMSO",10.16,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-29T07:00:00.0","LCUV214_MUX2"
"[O-][N+](=O)c1ccc(NCc2ccccc2)nc1",,,"CPD000177951","SAM004307800","Enamine","Z86229338",229.2389,229.0851,229.2389,"C12H11N3O2","BF00010941","M14","DMSO",10.03,"mM",12,"uL","Soluble","28-Mar-14",98.88,"2014-03-28T07:00:00.0","LCUV214_MUX2"
"Cc1ccccc1C(=O)Nc2nc3CCN(Cc3s2)C(=O)OC(C)(C)C",,,"CPD003208809","SAM004403584","Enamine","Z243560866",373.4692,373.146,373.4692,"C19H23N3O3S","BF00010941","N14","DMSO",10.17,"mM",12,"uL","Soluble","28-Mar-14",95.53,"2014-03-29T07:00:00.0","LCUV214_MUX2"
"CC(Sc1nnnn1C2CCCC2)C(=O)c3ccc(CNC(=O)C)s3",,,"CPD003131746","SAM004307845","Enamine","Z166238832",379.5002,379.1136,379.5002,"C16H21N5O2S2","BF00010941","O14","DMSO",10.01,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCELS_MUX2"
"CCOC(=O)N1CCN(Cn2ncc3cc(ccc23)[N+](=O)[O-])CC1",,,"CPD003208983","SAM004403792","Enamine","Z44112502",333.3424,333.1437,333.3424,"C15H19N5O4","BF00010941","P14","DMSO",10.2,"mM",12,"uL","Soluble","28-Mar-14",0.0,"2014-03-29T07:00:00.0","LCUV214_UPLC3"
"CCOc1ccccc1n2nnnc2SCN3C(=O)c4ccccc4C3=O",,,"CPD003111536","SAM004281336","Enamine","Z19503094",381.4097,381.0895,381.4097,"C18H15N5O3S","BF00010941","A15","DMSO",10.23,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCUV214_MUX2"
"CN(CC(=O)Nc1ccc(Cl)c(Cl)c1)C(=O)c2cc(O)nc3ccccc23",,,"CPD003136122","SAM004312559","Enamine","Z26902844",404.2467,403.049,404.2467,"C19H15Cl2N3O3","BF00010941","B15","DMSO",10.14,"mM",12,"uL","Soluble","28-Mar-14",91.43,"2014-03-29T07:00:00.0","LCELS_UPLC3"
"Nc1nnc(SCC(=O)Nc2ccc(Cl)c(Cl)c2)[nH]1",,,"CPD003111473","SAM004281256","Enamine","Z18356938",318.1823,316.9904,318.1823,"C10H9Cl2N5OS","BF00010941","C15","DMSO",10.06,"mM",12,"uL","Soluble","28-Mar-14",97.8,"2014-03-28T07:00:00.0","LCUV214_MUX2"
"COc1ccc(cc1)S(=O)(=O)Nc2ccc3oc(C)nc3c2",,,"CPD001390907","SAM004313076","Enamine","Z64468084",318.3494,318.0674,318.3494,"C15H14N2O4S","BF00010941","D15","DMSO",10.05,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCUV214_MUX2"
"CC(C)Cn1nc(C)c2cc(sc12)C(=O)NCc3nnc4ccccn34",,,"CPD003111848","SAM004281754","Enamine","Z70903600",368.4576,368.1419,368.4576,"C18H20N6OS","BF00010941","E15","DMSO",10.04,"mM",12,"uL","Soluble","28-Mar-14",99.06,"2014-03-28T07:00:00.0","LCUV214_MUX2"
"Brc1cccc(CSc2oc(CC3CCS(=O)(=O)C3)nn2)c1",,,"CPD003137015","SAM004313606","Enamine","Z113877154",403.3144,401.9707,403.3144,"C14H15BrN2O3S2","BF00010941","F15","DMSO",10.17,"mM",12,"uL","Soluble","28-Mar-14",93.75,"2014-03-28T07:00:00.0","LCELS_MUX2"
"COc1ccc(cc1)C(C[N+](=O)[O-])Sc2ccccc2N",,,"CPD001335002","SAM004281797","Enamine","Z56174705",304.3646,304.0881,304.3646,"C15H16N2O3S","BF00010941","G15","DMSO",10.19,"mM",12,"uL","Soluble","28-Mar-14",22.39,"2014-03-29T07:00:00.0","LCELS_UPLC3"
"CCC(C)C(=O)Nc1ccc(cc1)S(=O)(=O)c2ccc(cc2)[N+](=O)[O-]",,,"CPD003137073","SAM004313679","Enamine","Z237942938",362.4002,362.0936,362.4002,"C17H18N2O5S","BF00010941","H15","DMSO",10.21,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCELS_MUX2"
"Cc1cc(C(=O)CSc2nncn2C)c(C)n1c3ncn[nH]3",,,"CPD003111791","SAM004281688","Enamine","Z19812837",317.3695,317.1058,317.3695,"C13H15N7OS","BF00010941","I15","DMSO",10.08,"mM",12,"uL","Soluble","28-Mar-14",98.64,"2014-03-28T07:00:00.0","LCUV214_MUX2"
"Cc1ccc(C)c(c1)C(=O)c2ccccc2C(=O)N3CCN(CC3)S(=O)(=O)c4cccs4",,,"CPD003136924","SAM004313488","Enamine","Z29500641",468.5883,468.1177,468.5883,"C24H24N2O4S2","BF00010941","J15","DMSO",10.03,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCELS_MUX2"
"[O-][N+](=O)c1ccc(s1)C(=O)Nc2ccccc2C(F)(F)F",,,"CPD000836088","SAM004281972","Enamine","Z28168199",316.2549,316.0129,316.2549,"C12H7F3N2O3S","BF00010941","K15","DMSO",10.12,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCUV214_MUX2"
"COC(=O)c1ccc(cc1)S(=O)(=O)Nc2ccc3[nH]c(C)cc3c2",,,"CPD003137469","SAM004314141","Enamine","Z362554668",344.3849,344.083,344.3849,"C17H16N2O4S","BF00010941","L15","DMSO",10.16,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCELS_MUX2"
"[O-][N+](=O)c1ccc(o1)C(=O)Nc2c(F)cc(F)cc2Br",,,"CPD003110018","SAM004279166","Enamine","Z29821651",347.0729,345.94,347.0729,"C11H5BrF2N2O4","BF00010941","M15","DMSO",10.08,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-29T07:00:00.0","LCELS_UPLC3"
"Cc1cccc(C(=O)OCC(=O)NNC(=O)c2cccs2)c1[N+](=O)[O-]",,,"CPD003137513","SAM004314189","Enamine","Z16134870",363.3455,363.0525,363.3455,"C15H13N3O6S","BF00010941","N15","DMSO",10.18,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCUV214_MUX2"
"Oc1ccc(cc1)n2nnnc2SCC(=O)Nc3ccnn3C4CCCC4",,,"CPD003112041","SAM004281983","Enamine","Z25096077",385.4447,385.132,385.4447,"C17H19N7O2S","BF00010941","O15","DMSO",10.12,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCELS_MUX2"
"CSCCC(NC(=O)CSCC(=O)Nc1ccccc1F)c2nc3ccccc3[nH]2",,,"CPD003137580","SAM004314270","Enamine","Z29394570",446.5613,446.1246,446.5613,"C21H23FN4O2S2","BF00010941","P15","DMSO",10.08,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCELS_MUX2"
"CS(=O)(=O)c1cccc(NCC(=O)Nc2cccc(Cl)c2)c1",,,"CPD001852835","SAM004303072","Enamine","Z197100636",338.8092,338.0491,338.8092,"C15H15ClN2O3S","BF00010941","A16","DMSO",10.04,"mM",12,"uL","Soluble","28-Mar-14",96.87,"2014-03-28T07:00:00.0","LCELS_MUX2"
"Clc1cc(Cl)cc(c1)S(=O)(=O)NNC(=O)c2ccccn2",,,"CPD003209680","SAM004404588","Enamine","Z45616470",346.1892,344.9742,346.1892,"C12H9Cl2N3O3S","BF00010941","B16","DMSO",10.11,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-29T07:00:00.0","LCUV214_MUX2"
"CCCc1nc2ccccc2c(C(=O)Nc3cccc(c3)S(=O)(=O)N4CCOCC4)c1CC",,,"CPD003122793","SAM004296907","Enamine","Z30001093",467.5804,467.1878,467.5804,"C25H29N3O4S","BF00010941","C16","DMSO",10.05,"mM",12,"uL","Soluble","28-Mar-14",97.11,"2014-03-28T07:00:00.0","LCUV214_MUX2"
"Clc1ccc(c(c1)C(=O)NC2CCOc3ccccc23)n4cnnn4",,,"CPD003209945","SAM004404884","Enamine","Z392321094",355.7784,355.0836,355.7784,"C17H14ClN5O2","BF00010941","D16","DMSO",10.12,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-29T07:00:00.0","LCUV214_MUX2"
"Cc1c(oc2ccccc12)C(=O)CN3C(=O)NC(C)(C3=O)c4ccc5OCCCOc5c4",,,"CPD003120403","SAM004294012","Enamine","Z80629440",434.4412,434.1477,434.4412,"C24H22N2O6","BF00010941","E16","DMSO",10.13,"mM",12,"uL","Soluble","28-Mar-14",97.37,"2014-03-28T07:00:00.0","LCELS_MUX2"
"CCN1C(=O)N(Cc2cnn(n2)c3ccccc3)C(=O)C1=O",,,"CPD003210128","SAM004405103","Enamine","Z441133762",299.2847,299.1018,299.2847,"C14H13N5O3","BF00010941","F16","DMSO",10.02,"mM",12,"uL","Soluble","28-Mar-14",97.72,"2014-03-29T07:00:00.0","LCUV214_MUX2"
"C=CCSc1nnc(NC(=O)c2ccc3[nH]cnc3c2)s1",,,"CPD003122789","SAM004296901","Enamine","Z27485249",317.3893,317.0405,317.3893,"C13H11N5OS2","BF00010941","G16","DMSO",10.08,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCUV214_MUX2"
"CC(Sc1nnc(CN2CCCCC2)n1c3ccc(Cl)cc3)C(=O)Nc4cc(C)on4",,,"CPD003210462","SAM004405499","Enamine","Z112981266",460.9802,460.1448,460.9802,"C21H25ClN6O2S","BF00010941","H16","DMSO",10.2,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-29T07:00:00.0","LCUV214_MUX2"
"COc1cc(cc(Cl)c1OCC(=O)N)C(=O)NCc2cccc(Cl)c2",,,"CPD003120886","SAM004294605","Enamine","Z223766042",383.2259,382.0487,383.2259,"C17H16Cl2N2O4","BF00010941","I16","DMSO",10.18,"mM",12,"uL","Soluble","28-Mar-14",98.58,"2014-03-28T07:00:00.0","LCELS_MUX2"
"COc1ccc(cc1)C2(C)NC(=O)N(\N=C\c3cccc(OC)c3O)C2=O",,,"CPD003202319","SAM004395959","Enamine","Z49975836",369.3712,369.1325,369.3712,"C19H19N3O5","BF00010941","J16","DMSO",10.02,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-29T07:00:00.0","LCELS_MUX2"
"CC1Cc2cc(ccc2N1S(=O)(=O)C)C(=O)CN3C(=O)NC(C)(C3=O)c4ccccc4",,,"CPD000863285","SAM004294960","Enamine","Z73938391",441.5031,441.1358,441.5031,"C22H23N3O5S","BF00010941","K16","DMSO",10.19,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCELS_MUX2"
"Cc1csc(NC(=O)CN2C(=O)NC(C)(C2=O)c3ccc(F)cc3)n1",,,"CPD003202487","SAM004396153","Enamine","Z234864172",362.3787,362.0849,362.3787,"C16H15FN4O3S","BF00010941","L16","DMSO",10.21,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-29T07:00:00.0","LCUV214_MUX2"
"CC(C)c1ccc(cc1)C2(C)NC(=O)N(CC(=O)Nc3sccc3C#N)C2=O",,,"CPD003129411","SAM004305016","Enamine","Z26326920",396.4627,396.1256,396.4627,"C20H20N4O3S","BF00010941","M16","DMSO",10.09,"mM",12,"uL","Soluble","28-Mar-14",97.32,"2014-03-28T07:00:00.0","LCUV214_MUX2"
"Cc1ccc(NC(=O)c2ccc(s2)[N+](=O)[O-])c(C)c1",,,"CPD003202706","SAM004396419","Enamine","Z27802128",276.311,276.0569,276.311,"C13H12N2O3S","BF00010941","N16","DMSO",10.13,"mM",12,"uL","Soluble","28-Mar-14",98.55,"2014-03-29T07:00:00.0","LCUV214_MUX2"
"CC1(NC(=O)N(CC(=O)c2ccc3N(CCc3c2)S(=O)(=O)C)C1=O)c4ccc(cc4)C#N",,,"CPD003129735","SAM004305402","Enamine","Z50920617",452.4829,452.1154,452.4829,"C22H20N4O5S","BF00010941","O16","DMSO",10.17,"mM",12,"uL","Soluble","28-Mar-14",98.75,"2014-03-29T07:00:00.0","LCELS_UPLC3"
"CN1C(=O)C=C(CS(=O)(=O)Cc2ccccc2F)N(C)C1=O",,,"CPD003202788","SAM004396518","Enamine","Z339633840",326.3433,326.0737,326.3433,"C14H15FN2O4S","BF00010941","P16","DMSO",10.11,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-29T07:00:00.0","LCELS_MUX2"
"Fc1ccc(cc1)c2cc3ncnc(NC4CCS(=O)(=O)C4)c3s2",,,"CPD003110493","SAM004279763","Enamine","Z52584759",363.4253,363.0511,363.4253,"C16H14FN3O2S2","BF00010941","A17","DMSO",10.18,"mM",12,"uL","Soluble","28-Mar-14",95.13,"2014-03-28T07:00:00.0","LCELS_MUX2"
"O=C(CN1CCc2sccc2C1)Nc3oc(nn3)c4ccccc4",,,"CPD003137679","SAM004314393","Enamine","Z335373956",340.3995,340.0993,340.3995,"C17H16N4O2S","BF00010941","B17","DMSO",10.28,"mM",12,"uL","Soluble","28-Mar-14",92.76,"2014-03-28T07:00:00.0","LCELS_MUX2"
"Cc1cc(C(=O)COC(=O)C2CN(Cc3occc3)C(=O)C2)c(C)n1c4nccs4",,,"CPD003110400","SAM004279647","Enamine","Z25526009",427.4761,427.1201,427.4761,"C21H21N3O5S","BF00010941","C17","DMSO",10.06,"mM",12,"uL","Soluble","28-Mar-14",93.82,"2014-03-29T07:00:00.0","LCELS_UPLC3"
"CCCC1=NNC(=S)N1CC(=O)NC(C)c2ccc(OC(F)(F)F)cc2",,,"CPD003137468","SAM004314140","Enamine","Z372789196",388.4078,388.118,388.4078,"C16H19F3N4O2S","BF00010941","D17","DMSO",10.04,"mM",12,"uL","Soluble","28-Mar-14",97.12,"2014-03-28T07:00:00.0","LCELS_MUX2"
"CC(=O)NCc1ccc(s1)C(=O)CSc2oc(Cc3ccccc3)nn2",,,"CPD003110501","SAM004279776","Enamine","Z74009414",387.4723,387.0711,387.4723,"C18H17N3O3S2","BF00010941","E17","DMSO",10.07,"mM",12,"uL","Soluble","28-Mar-14",95.97,"2014-03-28T07:00:00.0","LCELS_MUX2"
"COC(=O)C(Cc1ccccc1)NC(=O)C2=NN(C(=CC2=O)C)c3ccccc3C(F)(F)F",,,"CPD003137966","SAM004314725","Enamine","Z95682998",459.4178,459.1405,459.4178,"C23H20F3N3O4","BF00010941","F17","DMSO",10.01,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-28T07:00:00.0","LCUV214_MUX2"
"Cc1ccc(o1)C(=O)OCC(=O)Nc2cc(Cl)ccc2C#N",,,"CPD001241874","SAM004290439","Enamine","Z24629462",318.717,318.0407,318.717,"C15H11ClN2O4","BF00010941","G17","DMSO",10.04,"mM",12,"uL","Soluble","28-Mar-14",97.13,"2014-03-28T07:00:00.0","LCELS_MUX2"
"Cc1ccc(cc1)c2noc(CN3CCN(CCC(=O)Nc4ccc(cc4)[N+](=O)[O-])CC3)n2",,,"CPD003138330","SAM004315161","Enamine","Z247011236",450.4903,450.2015,450.4903,"C23H26N6O4","BF00010941","H17","DMSO",10.21,"mM",12,"uL","Soluble","28-Mar-14",99.4,"2014-03-28T07:00:00.0","LCUV214_MUX2"
"Fc1cc(Cl)c(cc1F)C(=O)Nc2cccc(c2)S(=O)(=O)N3CCOCC3",,,"CPD003117853","SAM004290445","Enamine","Z30000890",416.8279,416.0409,416.8279,"C17H15ClF2N2O4S","BF00010941","I17","DMSO",10.08,"mM",12,"uL","Soluble","28-Mar-14",100.0,"2014-03-29T07:00:00.0","LCELS_UPLC3"
"CC(=O)Nc1cccc(NC(=O)c2cc(C)n(Cc3occc3)c2C)c1",,,"CPD003139452","SAM004316481","Enamine","Z87532250",351.399,351.1582,351.399,"C20H21N3O3","BF00010941","J17","DMSO",10.24,"mM",12,"uL","Soluble","28-Mar-14",98.76,"2014-03-28T07:00:00.0","LCELS_MUX2"
