cmpdBarcode	plateType	wellReference	corp_name	batch_number	cmpdConc	supplier
E0017154	Library	L008	DNS000349498	1	30.303	NA
E0017154	Library	L009	DNS000359313	1	30.303	NA
E0017154	Library	L010	DNS000349658	1	30.303	NA
E0017154	Library	L011	DNS000161267	2	30.303	NA
E0017154	Library	L012	DNS000164007	2	30.303	NA
E0017154	Library	L013	DNS000359876	1	30.303	NA
E0017154	Library	L014	DNS000348763	1	30.303	NA
E0017154	Library	L015	DNS000359709	1	30.303	NA
E0017154	Library	L016	DNS000348766	1	30.303	NA
E0017154	Library	L017	DNS000104180	2	30.303	NA
E0017154	Library	L018	DNS000348768	1	30.303	NA
E0017154	Library	L019	DNS000359811	1	30.303	NA
E0017154	Library	L020	DNS000349454	1	30.303	NA
E0017154	Library	L021	DNS000359729	1	30.303	NA
E0017154	Library	L022	DNS000349370	1	30.303	NA
E0017154	Library	M001	DNS000351465	1	30.303	NA
E0017154	Library	M002	DNS000355997	1	30.303	NA
E0017154	Library	M003	DNS000351881	1	30.303	NA
E0017154	Library	M004	DNS000106021	2	30.303	NA
E0017154	Library	M005	DNS000062012	3	30.303	NA
E0017154	Library	M006	DNS000355452	1	30.303	NA
E0017154	Library	M007	DNS000351468	1	30.303	NA
E0017154	Library	M008	DNS000355771	1	30.303	NA
E0017154	Library	M009	DNS000351897	1	30.303	NA
E0017154	Library	M010	DNS000355648	1	30.303	NA
E0017154	Library	M011	DNS000118758	2	30.303	NA
E0017154	Library	M012	DNS000355784	1	30.303	NA
E0017154	Library	M013	DNS000352092	1	30.303	NA
E0017154	Library	M014	DNS000148208	2	30.303	NA
E0017154	Library	M015	DNS000352189	1	30.303	NA
E0017154	Library	M016	DNS000355649	1	30.303	NA
E0017154	Library	M017	DNS000351677	1	30.303	NA
E0017154	Library	M018	DNS000355461	1	30.303	NA
E0017154	Library	M019	DNS000352282	1	30.303	NA
E0017154	Library	M020	DNS000356071	1	30.303	NA
E0017154	Library	M021	DNS000351479	1	30.303	NA
E0017154	Library	M022	DNS000355464	1	30.303	NA
E0017154	Library	N001	DNS000161248	2	30.303	NA
E0017154	Library	N002	DNS000092727	2	30.303	NA
E0017154	Library	N003	DNS000359751	1	30.303	NA
E0017154	Library	N004	DNS000349209	1	30.303	NA
E0017154	Library	N005	DNS000161272	2	30.303	NA
E0017154	Library	N006	DNS000348822	1	30.303	NA
E0017154	Library	N007	DNS000359683	1	30.303	NA
E0017154	Library	N008	DNS000348824	1	30.303	NA
E0017154	Library	N009	DNS000359378	1	30.303	NA
E0017154	Library	N010	DNS000348826	1	30.303	NA
E0017154	Library	N011	DNS000135716	2	30.303	NA
E0017154	Library	N012	DNS000349421	1	30.303	NA
E0017154	Library	N013	DNS000359382	1	30.303	NA
E0017154	Library	N014	DNS000348831	1	30.303	NA
E0017154	Library	N015	DNS000359792	1	30.303	NA
E0017154	Library	N016	DNS000349023	1	30.303	NA
E0017154	Library	N017	DNS000360144	1	30.303	NA
E0017154	Library	N018	DNS000349530	1	30.303	NA
E0017154	Library	N019	DNS000360153	1	30.303	NA
E0017154	Library	N020	DNS000348835	1	30.303	NA
E0017154	Library	N021	DNS000359822	1	30.303	NA
E0017154	Library	N022	DNS000349123	1	30.303	NA
E0017154	Library	O001	DNS000351791	1	30.303	NA
E0017154	Library	O002	DNS000355676	1	30.303	NA
E0017154	Library	O003	DNS000351542	1	30.303	NA
E0017154	Library	O004	DNS000355523	1	30.303	NA
E0017154	Library	O005	DNS000351544	1	30.303	NA
E0017154	Library	O006	DNS000355524	1	30.303	NA
E0017154	Library	O007	DNS000351547	1	30.303	NA
E0017154	Library	O008	DNS000355853	1	30.303	NA
E0017154	Library	O009	DNS000351988	1	30.303	NA
E0017154	Library	O010	DNS000356032	1	30.303	NA
E0017154	Library	O011	DNS000351550	1	30.303	NA
E0017154	Library	O012	DNS000355529	1	30.303	NA
E0017154	Library	O013	DNS000351552	1	30.303	NA
E0017154	Library	O014	DNS000355531	1	30.303	NA
E0017154	Library	O015	DNS000351555	1	30.303	NA
E0017154	Library	O016	DNS000355533	1	30.303	NA
E0017154	Library	O017	DNS000351556	1	30.303	NA
E0017154	Library	O018	DNS000355890	1	30.303	NA
E0017154	Library	O019	DNS000352283	1	30.303	NA
E0017154	Library	O020	DNS000162891	2	30.303	NA
E0017154	Library	O021	DNS000352037	1	30.303	NA
E0017154	Library	O022	DNS000355537	1	30.303	NA
E0017154	Library	P001	DNS000359447	1	30.303	NA
E0017154	Library	P002	DNS000349378	1	30.303	NA
E0017154	Library	P003	DNS000359448	1	30.303	NA
E0017154	Library	P004	DNS000028033	3	30.303	NA
E0017154	Library	P005	DNS000359573	1	30.303	NA
E0017154	Library	P006	DNS000349643	1	30.303	NA
E0017154	Library	P007	DNS000360186	1	30.303	NA
E0017154	Library	P008	DNS000348900	1	30.303	NA
E0017154	Library	P009	DNS000359454	1	30.303	NA
E0017154	Library	P010	DNS000349038	1	30.303	NA
E0017154	Library	P011	DNS000359456	1	30.303	NA
E0017154	Library	P012	DNS000349666	1	30.303	NA
E0017154	Library	P013	DNS000359459	1	30.303	NA
E0017154	Library	P014	DNS000081631	2	30.303	NA
E0017154	Library	P015	DNS000359460	1	30.303	NA
E0017154	Library	P016	DNS000349255	1	30.303	NA
E0017154	Library	P017	DNS000359643	1	30.303	NA
E0017154	Library	P018	DNS000348905	1	30.303	NA
E0017154	Library	P019	DNS000359654	1	30.303	NA
E0017154	Library	P020	DNS000349184	1	30.303	NA
E0017154	Library	P021	DNS000359466	1	30.303	NA
E0017154	Library	P022	DNS000348909	1	30.303	NA
E0017155	Library	A001	DNS000357508	1	30.303	NA
E0017155	Library	A002	DNS000354776	1	30.303	NA
E0017155	Library	A003	DNS000356304	1	30.303	NA
E0017155	Library	A004	DNS000353695	1	30.303	NA
E0017155	Library	A005	DNS000357445	1	30.303	NA
E0017155	Library	A006	DNS000353698	1	30.303	NA
E0017155	Library	A007	DNS000129289	2	30.303	NA
E0017155	Library	A008	DNS000353699	1	30.303	NA
E0017155	Library	A009	DNS000357124	1	30.303	NA
E0017155	Library	A010	DNS000095450	2	30.303	NA
E0017155	Library	A011	DNS000357131	1	30.303	NA
E0017155	Library	A012	DNS000353702	1	30.303	NA
E0017155	Library	A013	DNS000357308	1	30.303	NA
E0017155	Library	A014	DNS000055153	2	30.303	NA
E0017155	Library	A015	DNS000357145	1	30.303	NA
E0017155	Library	A016	DNS000354284	1	30.303	NA
E0017155	Library	A017	DNS000357326	1	30.303	NA
E0017155	Library	A018	DNS000129814	2	30.303	NA
E0017155	Library	A019	DNS000357009	1	30.303	NA
E0017155	Library	A020	DNS000354992	1	30.303	NA
E0017155	Library	A021	DNS000357019	1	30.303	NA
E0017155	Library	A022	DNS000123898	2	30.303	NA
E0017155	Library	B001	DNS000351054	1	30.303	NA
E0017155	Library	B002	DNS000346748	1	30.303	NA
E0017155	Library	B003	DNS000351055	1	30.303	NA
E0017155	Library	B004	DNS000347001	1	30.303	NA
E0017155	Library	B005	DNS000352056	1	30.303	NA
E0017155	Library	B006	DNS000345711	1	30.303	NA
E0017155	Library	B007	DNS000351058	1	30.303	NA
E0017155	Library	B008	DNS000345715	1	30.303	NA
E0017155	Library	B009	DNS000351061	1	30.303	NA
E0017155	Library	B010	DNS000345717	1	30.303	NA
E0017155	Library	B011	DNS000351904	1	30.303	NA
E0017155	Library	B012	DNS000163996	2	30.303	NA
E0017155	Library	B013	DNS000351067	1	30.303	NA
E0017155	Library	B014	DNS000345720	1	30.303	NA
E0017155	Library	B015	DNS000352012	1	30.303	NA
E0017155	Library	B016	DNS000345724	1	30.303	NA
E0017155	Library	B017	DNS000129997	2	30.303	NA
E0017155	Library	B018	DNS000346969	1	30.303	NA
E0017155	Library	B019	DNS000051641	2	30.303	NA
E0017155	Library	B020	DNS000345726	1	30.303	NA
E0017155	Library	B021	DNS000352127	1	30.303	NA
E0017155	Library	B022	DNS000346834	1	30.303	NA
E0017155	Library	C001	DNS000356380	1	30.303	NA
E0017155	Library	C002	DNS000354593	1	30.303	NA
E0017155	Library	C003	DNS000357102	1	30.303	NA
E0017155	Library	C004	DNS000163088	2	30.303	NA
E0017155	Library	C005	DNS000357196	1	30.303	NA
E0017155	Library	C006	DNS000354618	1	30.303	NA
E0017155	Library	C007	DNS000356866	1	30.303	NA
E0017155	Library	C008	DNS000354803	1	30.303	NA
E0017155	Library	C009	DNS000356976	1	30.303	NA
E0017155	Library	C010	DNS000353778	1	30.303	NA
E0017155	Library	C011	DNS000357544	1	30.303	NA
E0017155	Library	C012	DNS000354636	1	30.303	NA
E0017155	Library	C013	DNS000357400	1	30.303	NA
E0017155	Library	C014	DNS000354403	1	30.303	NA
E0017155	Library	C015	DNS000356386	1	30.303	NA
E0017155	Library	C016	DNS000066223	2	30.303	NA
E0017155	Library	C017	DNS000067537	2	30.303	NA
E0017155	Library	C018	DNS000354916	1	30.303	NA
E0017155	Library	C019	DNS000356388	1	30.303	NA
E0017155	Library	C020	DNS000353785	1	30.303	NA
E0017155	Library	C021	DNS000134067	2	30.303	NA
E0017155	Library	C022	DNS000354433	1	30.303	NA
E0017155	Library	D001	DNS000351863	1	30.303	NA
E0017155	Library	D002	DNS000345792	1	30.303	NA
E0017155	Library	D003	DNS000352299	1	30.303	NA
E0017155	Library	D004	DNS000345794	1	30.303	NA
E0017155	Library	D005	DNS000351140	1	30.303	NA
E0017155	Library	D006	DNS000345797	1	30.303	NA
E0017155	Library	D007	DNS000351142	1	30.303	NA
E0017155	Library	D008	DNS000345799	1	30.303	NA
E0017155	Library	D009	DNS000351896	1	30.303	NA
E0017155	Library	D010	DNS000346946	1	30.303	NA
E0017155	Library	D011	DNS000352250	1	30.303	NA
E0017155	Library	D012	DNS000345803	1	30.303	NA
E0017155	Library	D013	DNS000351144	1	30.303	NA
E0017155	Library	D014	DNS000166564	2	30.303	NA
E0017155	Library	D015	DNS000075430	2	30.303	NA
E0017155	Library	D016	DNS000346963	1	30.303	NA
E0017155	Library	D017	DNS000351147	1	30.303	NA
E0017155	Library	D018	DNS000345809	1	30.303	NA
E0017155	Library	D019	DNS000352028	1	30.303	NA
E0017155	Library	D020	DNS000346395	1	30.303	NA
E0017155	Library	D021	DNS000351151	1	30.303	NA
E0017155	Library	D022	DNS000346645	1	30.303	NA
E0017155	Library	E001	DNS000356446	1	30.303	NA
E0017155	Library	E002	DNS000354594	1	30.303	NA
E0017155	Library	E003	DNS000356957	1	30.303	NA
E0017155	Library	E004	DNS000353847	1	30.303	NA
E0017155	Library	E005	DNS000051860	2	30.303	NA
E0017155	Library	E006	DNS000354453	1	30.303	NA
E0017155	Library	E007	DNS000356451	1	30.303	NA
E0017155	Library	E008	DNS000354704	1	30.303	NA
E0017155	Library	E009	DNS000356452	1	30.303	NA
E0017155	Library	E010	DNS000354384	1	30.303	NA
E0017155	Library	E011	DNS000134098	2	30.303	NA
E0017155	Library	E012	DNS000354637	1	30.303	NA
E0017155	Library	E013	DNS000356455	1	30.303	NA
E0017155	Library	E014	DNS000354729	1	30.303	NA
E0017155	Library	E015	DNS000087846	2	30.303	NA
E0017155	Library	E016	DNS000353859	1	30.303	NA
E0017155	Library	E017	DNS000357411	1	30.303	NA
E0017155	Library	E018	DNS000354985	1	30.303	NA
E0017155	Library	E019	DNS000357163	1	30.303	NA
E0017155	Library	E020	DNS000353860	1	30.303	NA
E0017155	Library	E021	DNS000356461	1	30.303	NA
E0017155	Library	E022	DNS000354504	1	30.303	NA
E0017155	Library	F001	DNS000351208	1	30.303	NA
E0017155	Library	F002	DNS000345866	1	30.303	NA
E0017155	Library	F003	DNS000351211	1	30.303	NA
E0017155	Library	F004	DNS000346308	1	30.303	NA
E0017155	Library	F005	DNS000351722	1	30.303	NA
E0017155	Library	F006	DNS000346854	1	30.303	NA
E0017155	Library	F007	DNS000351215	1	30.303	NA
E0017155	Library	F008	DNS000346678	1	30.303	NA
E0017155	Library	F009	DNS000351217	1	30.303	NA
E0017155	Library	F010	DNS000345872	1	30.303	NA
E0017155	Library	F011	DNS000351219	1	30.303	NA
E0017155	Library	F012	DNS000346447	1	30.303	NA
E0017155	Library	F013	DNS000351827	1	30.303	NA
E0017155	Library	F014	DNS000346799	1	30.303	NA
E0017155	Library	F015	DNS000351918	1	30.303	NA
E0017155	Library	F016	DNS000345879	1	30.303	NA
E0017155	Library	F017	DNS000022831	2	30.303	NA
E0017155	Library	F018	DNS000346385	1	30.303	NA
E0017155	Library	F019	DNS000351225	1	30.303	NA
E0017155	Library	F020	DNS000345880	1	30.303	NA
E0017155	Library	F021	DNS000182233	2	30.303	NA
E0017155	Library	F022	DNS000346739	1	30.303	NA
E0017155	Library	G001	DNS000357434	1	30.303	NA
E0017155	Library	G002	DNS000354682	1	30.303	NA
E0017155	Library	G003	DNS000357103	1	30.303	NA
E0017155	Library	G004	DNS000354316	1	30.303	NA
E0017155	Library	G005	DNS000356526	1	30.303	NA
E0017155	Library	G006	DNS000353932	1	30.303	NA
E0017155	Library	G007	DNS000100040	2	30.303	NA
E0017155	Library	G008	DNS000354955	1	30.303	NA
E0017155	Library	G009	DNS000357296	1	30.303	NA
E0017155	Library	G010	DNS000354385	1	30.303	NA
E0017155	Library	G011	DNS000128799	2	30.303	NA
E0017155	Library	G012	DNS000354974	1	30.303	NA
E0017155	Library	G013	DNS000356989	1	30.303	NA
E0017155	Library	G014	DNS000064860	2	30.303	NA
E0017155	Library	G015	DNS000356533	1	30.303	NA
E0017155	Library	G016	DNS000353940	1	30.303	NA
E0017155	Library	G017	DNS000357412	1	30.303	NA
E0017155	Library	G018	DNS000354493	1	30.303	NA
E0017155	Library	G019	DNS000356537	1	30.303	NA
E0017155	Library	G020	DNS000354756	1	30.303	NA
E0017155	Library	G021	DNS000357572	1	30.303	NA
E0017155	Library	G022	DNS000354851	1	30.303	NA
E0017155	Library	H001	DNS000352216	1	30.303	NA
E0017155	Library	H002	DNS000345953	1	30.303	NA
E0017155	Library	H003	DNS000351289	1	30.303	NA
E0017155	Library	H004	DNS000166572	2	30.303	NA
E0017155	Library	H005	DNS000351887	1	30.303	NA
E0017155	Library	H006	DNS000346596	1	30.303	NA
E0017155	Library	H007	DNS000352313	1	30.303	NA
E0017155	Library	H008	DNS000345955	1	30.303	NA
E0017155	Library	H009	DNS000351293	1	30.303	NA
E0017155	Library	H010	DNS000346685	1	30.303	NA
E0017155	Library	H011	DNS000351819	1	30.303	NA
E0017155	Library	H012	DNS000345959	1	30.303	NA
E0017155	Library	H013	DNS000351752	1	30.303	NA
E0017155	Library	H014	DNS000346958	1	30.303	NA
E0017155	Library	H015	DNS000351650	1	30.303	NA
E0017155	Library	H016	DNS000345963	1	30.303	NA
E0017155	Library	H017	DNS000351651	1	30.303	NA
E0017155	Library	H018	DNS000346970	1	30.303	NA
E0017155	Library	H019	DNS000352280	1	30.303	NA
E0017155	Library	H020	DNS000346396	1	30.303	NA
E0017155	Library	H021	DNS000351304	1	30.303	NA
E0017155	Library	H022	DNS000346740	1	30.303	NA
E0017155	Library	I001	DNS000356595	1	30.303	NA
E0017155	Library	I002	DNS000354002	1	30.303	NA
E0017155	Library	I003	DNS000357366	1	30.303	NA
E0017155	Library	I004	DNS000354004	1	30.303	NA
E0017155	Library	I005	DNS000356599	1	30.303	NA
E0017155	Library	I006	DNS000354007	1	30.303	NA
E0017155	Library	I007	DNS000357037	1	30.303	NA
E0017155	Library	I008	DNS000354377	1	30.303	NA
E0017155	Library	I009	DNS000356605	1	30.303	NA
E0017155	Library	I010	DNS000354012	1	30.303	NA
E0017155	Library	I011	DNS000357464	1	30.303	NA
E0017155	Library	I012	DNS000354640	1	30.303	NA
E0017155	Library	I013	DNS000356608	1	30.303	NA
E0017155	Library	I014	DNS000354647	1	30.303	NA
E0017155	Library	I015	DNS000357405	1	30.303	NA
E0017155	Library	I016	DNS000354905	1	30.303	NA
E0017155	Library	I017	DNS000357000	1	30.303	NA
E0017155	Library	I018	DNS000354325	1	30.303	NA
E0017155	Library	I019	DNS000357010	1	30.303	NA
E0017155	Library	I020	DNS000354758	1	30.303	NA
E0017155	Library	I021	DNS000054683	2	30.303	NA
E0017155	Library	I022	DNS000354769	1	30.303	NA
E0017155	Library	J001	DNS000351372	1	30.303	NA
E0017155	Library	J002	DNS000346921	1	30.303	NA
E0017155	Library	J003	DNS000351964	1	30.303	NA
E0017155	Library	J004	DNS000346030	1	30.303	NA
E0017155	Library	J005	DNS000352154	1	30.303	NA
E0017155	Library	J006	DNS000164017	2	30.303	NA
E0017155	Library	J007	DNS000352236	1	30.303	NA
E0017155	Library	J008	DNS000346034	1	30.303	NA
E0017155	Library	J009	DNS000135963	2	30.303	NA
E0017155	Library	J010	DNS000346037	1	30.303	NA
E0017155	Library	J011	DNS000351380	1	30.303	NA
E0017155	Library	J012	DNS000346694	1	30.303	NA
E0017155	Library	J013	DNS000352090	1	30.303	NA
E0017155	Library	J014	DNS000346884	1	30.303	NA
E0017155	Library	J015	DNS000352341	1	30.303	NA
E0017155	Library	J016	DNS000346809	1	30.303	NA
E0017155	Library	J017	DNS000082792	2	30.303	NA
E0017155	Library	J018	DNS000346545	1	30.303	NA
E0017155	Library	J019	DNS000352201	1	30.303	NA
E0017155	Library	J020	DNS000346644	1	30.303	NA
E0017155	Library	J021	DNS000129963	2	30.303	NA
E0017155	Library	J022	DNS000346047	1	30.303	NA
E0017155	Library	K001	DNS000065857	2	30.303	NA
E0017155	Library	K002	DNS000354513	1	30.303	NA
E0017155	Library	K003	DNS000357367	1	30.303	NA
E0017155	Library	K004	DNS000354073	1	30.303	NA
E0017155	Library	K005	DNS000356664	1	30.303	NA
E0017155	Library	K006	DNS000354335	1	30.303	NA
E0017155	Library	K007	DNS000356666	1	30.303	NA
E0017155	Library	K008	DNS000354378	1	30.303	NA
E0017155	Library	K009	DNS000129797	2	30.303	NA
E0017155	Library	K010	DNS000354464	1	30.303	NA
E0017155	Library	K011	DNS000062615	2	30.303	NA
E0017155	Library	K012	DNS000354975	1	30.303	NA
E0017155	Library	K013	DNS000356671	1	30.303	NA
E0017155	Library	K014	DNS000093706	2	30.303	NA
E0017155	Library	K015	DNS000356994	1	30.303	NA
E0017155	Library	K016	DNS000354084	1	30.303	NA
E0017155	Library	K017	DNS000357485	1	30.303	NA
E0017155	Library	K018	DNS000135689	2	30.303	NA
E0017155	Library	K019	DNS000356674	1	30.303	NA
E0017155	Library	K020	DNS000354086	1	30.303	NA
E0017155	Library	K021	DNS000356912	1	30.303	NA
E0017155	Library	K022	DNS000354508	1	30.303	NA
E0017155	Library	L001	DNS000351434	1	30.303	NA
E0017155	Library	L002	DNS000346749	1	30.303	NA
E0017155	Library	L003	DNS000352300	1	30.303	NA
E0017155	Library	L004	DNS000346096	1	30.303	NA
E0017155	Library	L005	DNS000135982	2	30.303	NA
E0017155	Library	L006	DNS000346343	1	30.303	NA
E0017155	Library	L007	DNS000351436	1	30.303	NA
E0017155	Library	L008	DNS000162476	2	30.303	NA
E0017155	Library	L009	DNS000351736	1	30.303	NA
E0017155	Library	L010	DNS000347024	1	30.303	NA
E0017155	Library	L011	DNS000351821	1	30.303	NA
E0017155	Library	L012	DNS000346102	1	30.303	NA
E0017155	Library	L013	DNS000351441	1	30.303	NA
E0017155	Library	L014	DNS000346104	1	30.303	NA
E0017155	Library	L015	DNS000130109	2	30.303	NA
E0017155	Library	L016	DNS000346107	1	30.303	NA
E0017155	Library	L017	DNS000351842	1	30.303	NA
E0017155	Library	L018	DNS000346109	1	30.303	NA
E0017155	Library	L019	DNS000352203	1	30.303	NA
E0017155	Library	L020	DNS000346727	1	30.303	NA
E0017155	Library	L021	DNS000352034	1	30.303	NA
E0017155	Library	L022	DNS000346648	1	30.303	NA
E0017155	Library	M001	DNS000357266	1	30.303	NA
E0017155	Library	M002	DNS000129912	2	30.303	NA
E0017155	Library	M003	DNS000357440	1	30.303	NA
E0017155	Library	M004	DNS000354609	1	30.303	NA
E0017155	Library	M005	DNS000356721	1	30.303	NA
E0017155	Library	M006	DNS000354795	1	30.303	NA
E0017155	Library	M007	DNS000115651	2	30.303	NA
E0017155	Library	M008	DNS000354141	1	30.303	NA
E0017155	Library	M009	DNS000051871	2	30.303	NA
E0017155	Library	M010	DNS000050216	2	30.303	NA
E0017155	Library	M011	DNS000357049	1	30.303	NA
E0017155	Library	M012	DNS000354144	1	30.303	NA
E0017155	Library	M013	DNS000356728	1	30.303	NA
E0017155	Library	M014	DNS000075090	2	30.303	NA
E0017155	Library	M015	DNS000134069	2	30.303	NA
E0017155	Library	M016	DNS000354830	1	30.303	NA
E0017155	Library	M017	DNS000356731	1	30.303	NA
E0017155	Library	M018	DNS000354346	1	30.303	NA
E0017155	Library	M019	DNS000357336	1	30.303	NA
E0017155	Library	M020	DNS000094935	2	30.303	NA
E0017155	Library	M021	DNS000082856	2	30.303	NA
E0017155	Library	M022	DNS000354153	1	30.303	NA
E0017155	Library	N001	DNS000351502	1	30.303	NA
E0017155	Library	N002	DNS000346162	1	30.303	NA
E0017155	Library	N003	DNS000351683	1	30.303	NA
E0017155	Library	N004	DNS000346581	1	30.303	NA
E0017155	Library	N005	DNS000351888	1	30.303	NA
E0017155	Library	N006	DNS000164027	2	30.303	NA
E0017155	Library	N007	DNS000351684	1	30.303	NA
E0017155	Library	N008	DNS000346167	1	30.303	NA
E0017155	Library	N009	DNS000352076	1	30.303	NA
E0017155	Library	N010	DNS000153826	2	30.303	NA
E0017155	Library	N011	DNS000351507	1	30.303	NA
E0017155	Library	N012	DNS000346794	1	30.303	NA
E0017155	Library	N013	DNS000351511	1	30.303	NA
E0017155	Library	N014	DNS000346171	1	30.303	NA
E0017155	Library	N015	DNS000130083	2	30.303	NA
E0017155	Library	N016	DNS000346356	1	30.303	NA
E0017155	Library	N017	DNS000351687	1	30.303	NA
E0017155	Library	N018	DNS000346819	1	30.303	NA
E0017155	Library	N019	DNS000092596	2	30.303	NA
E0017155	Library	N020	DNS000346173	1	30.303	NA
E0017155	Library	N021	DNS000351689	1	30.303	NA
E0017155	Library	N022	DNS000346406	1	30.303	NA
E0017155	Library	O001	DNS000356948	1	30.303	NA
E0017155	Library	O002	DNS000073108	2	30.303	NA
E0017155	Library	O003	DNS000356791	1	30.303	NA
E0017155	Library	O004	DNS000129843	2	30.303	NA
E0017155	Library	O005	DNS000356793	1	30.303	NA
E0017155	Library	O006	DNS000354215	1	30.303	NA
E0017155	Library	O007	DNS000357120	1	30.303	NA
E0017155	Library	O008	DNS000354218	1	30.303	NA
E0017155	Library	O009	DNS000357298	1	30.303	NA
E0017155	Library	O010	DNS000129731	2	30.303	NA
E0017155	Library	O011	DNS000356797	1	30.303	NA
E0017155	Library	O012	DNS000354221	1	30.303	NA
E0017155	Library	O013	DNS000356798	1	30.303	NA
E0017155	Library	O014	DNS000354223	1	30.303	NA
E0017155	Library	O015	DNS000356801	1	30.303	NA
E0017155	Library	O016	DNS000064365	2	30.303	NA
E0017155	Library	O017	DNS000357157	1	30.303	NA
E0017155	Library	O018	DNS000354226	1	30.303	NA
E0017155	Library	O019	DNS000357338	1	30.303	NA
E0017155	Library	O020	DNS000354924	1	30.303	NA
E0017155	Library	O021	DNS000073738	2	30.303	NA
E0017155	Library	O022	DNS000354675	1	30.303	NA
E0017155	Library	P001	DNS000351711	1	30.303	NA
E0017155	Library	P002	DNS000346751	1	30.303	NA
E0017155	Library	P003	DNS000351578	1	30.303	NA
E0017155	Library	P004	DNS000346663	1	30.303	NA
E0017155	Library	P005	DNS000352305	1	30.303	NA
E0017155	Library	P006	DNS000347008	1	30.303	NA
E0017155	Library	P007	DNS000351582	1	30.303	NA
E0017155	Library	P008	DNS000164028	2	30.303	NA
E0017155	Library	P009	DNS000351809	1	30.303	NA
E0017155	Library	P010	DNS000346371	1	30.303	NA
E0017155	Library	P011	DNS000351586	1	30.303	NA
E0017155	Library	P012	DNS000347032	1	30.303	NA
E0017155	Library	P013	DNS000352182	1	30.303	NA
E0017155	Library	P014	DNS000346372	1	30.303	NA
E0017155	Library	P015	DNS000351590	1	30.303	NA
E0017155	Library	P016	DNS000346628	1	30.303	NA
E0017155	Library	P017	DNS000352194	1	30.303	NA
E0017155	Library	P018	DNS000346240	1	30.303	NA
E0017155	Library	P019	DNS000351702	1	30.303	NA
E0017155	Library	P020	DNS000346475	1	30.303	NA
E0017155	Library	P021	DNS000352364	1	30.303	NA
E0017155	Library	P022	DNS000346244	1	30.303	NA
E0017156	Library	A001	DNS000355998	1	30.303	NA
E0017156	Library	A002	DNS000355066	1	30.303	NA
E0017156	Library	A003	DNS000355031	1	30.303	NA
E0017156	Library	A004	DNS000080066	2	30.303	NA
E0017156	Library	A005	DNS000355034	1	30.303	NA
E0017156	Library	A006	DNS000356012	1	30.303	NA
E0017156	Library	A007	DNS000355035	1	30.303	NA
E0017156	Library	A008	DNS000355071	1	30.303	NA
E0017156	Library	A009	DNS000356190	1	30.303	NA
E0017156	Library	A010	DNS000355074	1	30.303	NA
E0017156	Library	A011	DNS000355038	1	30.303	NA
E0017156	Library	A012	DNS000355866	1	30.303	NA
E0017156	Library	A013	DNS000355873	1	30.303	NA
E0017156	Library	A014	DNS000355080	1	30.303	NA
E0017156	Library	A015	DNS000355592	1	30.303	NA
E0017156	Library	A016	DNS000355969	1	30.303	NA
E0017156	Library	A017	DNS000355040	1	30.303	NA
E0017156	Library	A018	DNS000123667	2	30.303	NA
E0017156	Library	A019	DNS000356290	1	30.303	NA
E0017156	Library	A020	DNS000356218	1	30.303	NA
E0017156	Library	A021	DNS000355043	1	30.303	NA
E0017156	Library	A022	DNS000356083	1	30.303	NA
E0017156	Library	B001	DNS000349767	1	30.303	NA
E0017156	Library	B002	DNS000112495	2	30.303	NA
E0017156	Library	B003	DNS000350836	1	30.303	NA
E0017156	Library	B004	DNS000353204	1	30.303	NA
E0017156	Library	B005	DNS000350595	1	30.303	NA
E0017156	Library	B006	DNS000118488	2	30.303	NA
E0017156	Library	B007	DNS000349774	1	30.303	NA
E0017156	Library	B008	DNS000352388	1	30.303	NA
E0017156	Library	B009	DNS000350934	1	30.303	NA
E0017156	Library	B010	DNS000105581	2	30.303	NA
E0017156	Library	B011	DNS000349778	1	30.303	NA
E0017156	Library	B012	DNS000352390	1	30.303	NA
E0017156	Library	B013	DNS000349780	1	30.303	NA
E0017156	Library	B014	DNS000352393	1	30.303	NA
E0017156	Library	B015	DNS000133511	2	30.303	NA
E0017156	Library	B016	DNS000353518	1	30.303	NA
E0017156	Library	B017	DNS000102573	2	30.303	NA
E0017156	Library	B018	DNS000352397	1	30.303	NA
E0017156	Library	B019	DNS000349786	1	30.303	NA
E0017156	Library	B020	DNS000353265	1	30.303	NA
E0017156	Library	B021	DNS000105130	2	30.303	NA
E0017156	Library	B022	DNS000352400	1	30.303	NA
E0017156	Library	C001	DNS000355829	1	30.303	NA
E0017156	Library	C002	DNS000355827	1	30.303	NA
E0017156	Library	C003	DNS000356007	1	30.303	NA
E0017156	Library	C004	DNS000356238	1	30.303	NA
E0017156	Library	C005	DNS000355851	1	30.303	NA
E0017156	Library	C006	DNS000355149	1	30.303	NA
E0017156	Library	C007	DNS000356114	1	30.303	NA
E0017156	Library	C008	DNS000355150	1	30.303	NA
E0017156	Library	C009	DNS000355114	1	30.303	NA
E0017156	Library	C010	DNS000355858	1	30.303	NA
E0017156	Library	C011	DNS000071468	2	30.303	NA
E0017156	Library	C012	DNS000356193	1	30.303	NA
E0017156	Library	C013	DNS000355726	1	30.303	NA
E0017156	Library	C014	DNS000355152	1	30.303	NA
E0017156	Library	C015	DNS000355118	1	30.303	NA
E0017156	Library	C016	DNS000355729	1	30.303	NA
E0017156	Library	C017	DNS000356213	1	30.303	NA
E0017156	Library	C018	DNS000355155	1	30.303	NA
