BARCODE,WELL_NAME,BATCH_CODE,VOLUME,VOLUME_STRING,CONCENTRATION,CONCENTRATION_STRING,CONCENTRATION_UNIT,ID,WELL_ID,VOLUME_UNIT
TEST0002,E03,CMPD-0070251-1,40,NA,100.7760216,NA,uM,599,599,uL
TEST0002,E04,CMPD-0070251-1,40,NA,100.0199233,NA,uM,600,600,uL
TEST0002,E05,CMPD-0070251-1,40,NA,100.9369066,NA,uM,601,601,uL
TEST0002,E06,CMPD-0070251-1,40,NA,100.3781095,NA,uM,602,602,uL
TEST0002,E07,CMPD-0109086-1,40,NA,100.4450225,NA,uM,603,603,uL
TEST0002,E08,CMPD-0109086-1,40,NA,100.6390864,NA,uM,604,604,uL
TEST0002,E09,CMPD-0109086-1,40,NA,100.2136592,NA,uM,605,605,uL
TEST0002,E10,CMPD-0109086-1,40,NA,100.4071976,NA,uM,606,606,uL
TEST0002,E11,CMPD-0120573-1,40,NA,100.7868969,NA,uM,607,607,uL
TEST0002,E12,CMPD-0120573-1,40,NA,100.6351838,NA,uM,608,608,uL
TEST0002,E13,CMPD-0120573-1,40,NA,100.8196392,NA,uM,609,609,uL
TEST0002,E14,CMPD-0120573-1,40,NA,100.9862049,NA,uM,610,610,uL
TEST0002,E15,CMPD-0045823-1,40,NA,100.8417873,NA,uM,611,611,uL
TEST0002,E16,CMPD-0045823-1,40,NA,100.4174384,NA,uM,612,612,uL
TEST0002,E17,CMPD-0045823-1,40,NA,100.3462262,NA,uM,613,613,uL
TEST0002,E18,CMPD-0045823-1,40,NA,100.767176,NA,uM,614,614,uL
TEST0002,E19,CMPD-0132074-1,40,NA,100.8262393,NA,uM,615,615,uL
TEST0002,E20,CMPD-0132074-1,40,NA,100.5939533,NA,uM,616,616,uL
TEST0002,E21,CMPD-0132074-1,40,NA,100.1486165,NA,uM,617,617,uL
TEST0002,E22,CMPD-0132074-1,40,NA,100.455265,NA,uM,618,618,uL
TEST0002,E23,PBS,40,NA,5,NA,uM,619,619,uL
TEST0002,E24,RD36882,40,NA,2,NA,uM,620,620,uL
TEST0002,F01,DMSO,40,NA,NA,infinite,uM,621,621,uL
TEST0002,F02,DMSO,40,NA,NA,infinite,uM,622,622,uL
TEST0002,F03,CMPD-0076440-1,40,NA,100.8832771,NA,uM,623,623,uL
TEST0002,F04,CMPD-0076440-1,40,NA,100.2419129,NA,uM,624,624,uL
TEST0002,F05,CMPD-0076440-1,40,NA,100.4603155,NA,uM,625,625,uL
TEST0002,F06,CMPD-0076440-1,40,NA,100.3818105,NA,uM,626,626,uL
TEST0002,F07,CMPD-0068582-1,40,NA,100.1475391,NA,uM,627,627,uL
TEST0002,F08,CMPD-0068582-1,40,NA,100.8415206,NA,uM,628,628,uL
TEST0002,F09,CMPD-0068582-1,40,NA,100.4889405,NA,uM,629,629,uL
TEST0002,F10,CMPD-0068582-1,40,NA,100.4605892,NA,uM,630,630,uL
TEST0002,F11,CMPD-0075905-1,40,NA,100.494011,NA,uM,631,631,uL
TEST0002,F12,CMPD-0075905-1,40,NA,100.5910013,NA,uM,632,632,uL
TEST0002,F13,CMPD-0075905-1,40,NA,100.4384256,NA,uM,633,633,uL
TEST0002,F14,CMPD-0075905-1,40,NA,100.0144288,NA,uM,634,634,uL
TEST0002,F15,CMPD-0067657-1,40,NA,100.9153815,NA,uM,635,635,uL
TEST0002,F16,CMPD-0067657-1,40,NA,100.5719907,NA,uM,636,636,uL
TEST0002,F17,CMPD-0067657-1,40,NA,100.4102782,NA,uM,637,637,uL
TEST0002,F18,CMPD-0067657-1,40,NA,100.5404891,NA,uM,638,638,uL
TEST0002,F19,CMPD-0141923-1,40,NA,100.9621451,NA,uM,639,639,uL
TEST0002,F20,CMPD-0141923-1,40,NA,100.0480269,NA,uM,640,640,uL
TEST0002,F21,CMPD-0141923-1,40,NA,100.5191297,NA,uM,641,641,uL
TEST0002,F22,CMPD-0141923-1,40,NA,100.0970981,NA,uM,642,642,uL
TEST0002,F23,PBS,40,NA,5,NA,uM,643,643,uL
TEST0002,F24,RD36882,40,NA,2,NA,uM,644,644,uL
TEST0002,G01,DMSO,40,NA,NA,infinite,uM,645,645,uL
TEST0002,G02,DMSO,40,NA,NA,infinite,uM,646,646,uL
TEST0002,G03,CMPD-0051259-1,40,NA,100.3042104,NA,uM,647,647,uL
TEST0002,G04,CMPD-0051259-1,40,NA,100.4320806,NA,uM,648,648,uL
TEST0002,G05,CMPD-0051259-1,40,NA,100.2738635,NA,uM,649,649,uL
TEST0002,G06,CMPD-0051259-1,40,NA,100.5688323,NA,uM,650,650,uL
TEST0002,G07,CMPD-0107007-1,40,NA,100.9693776,NA,uM,651,651,uL
TEST0002,G08,CMPD-0107007-1,40,NA,100.7002978,NA,uM,652,652,uL
TEST0002,G09,CMPD-0107007-1,40,NA,100.7153766,NA,uM,653,653,uL
TEST0002,G10,CMPD-0107007-1,40,NA,100.2840495,NA,uM,654,654,uL
TEST0002,G11,CMPD-0069517-1,40,NA,100.4642948,NA,uM,655,655,uL
TEST0002,G12,CMPD-0069517-1,40,NA,100.7631942,NA,uM,656,656,uL
TEST0002,G13,CMPD-0069517-1,40,NA,100.1688371,NA,uM,657,657,uL
TEST0002,G14,CMPD-0069517-1,40,NA,100.3774724,NA,uM,658,658,uL
TEST0002,G15,CMPD-0018134-1,40,NA,100.5426704,NA,uM,659,659,uL
TEST0002,G16,CMPD-0018134-1,40,NA,100.5121833,NA,uM,660,660,uL
TEST0002,G17,CMPD-0018134-1,40,NA,100.0070347,NA,uM,661,661,uL
TEST0002,G18,CMPD-0018134-1,40,NA,100.971984,NA,uM,662,662,uL
TEST0002,G19,CMPD-0062227-1,40,NA,100.588746,NA,uM,663,663,uL
TEST0002,G20,CMPD-0062227-1,40,NA,100.7061106,NA,uM,664,664,uL
TEST0002,G21,CMPD-0062227-1,40,NA,100.3096135,NA,uM,665,665,uL
TEST0002,G22,CMPD-0062227-1,40,NA,100.7009936,NA,uM,666,666,uL
TEST0002,G23,PBS,40,NA,5,NA,uM,667,667,uL
TEST0002,G24,RD36882,40,NA,2,NA,uM,668,668,uL
TEST0002,H01,DMSO,40,NA,NA,infinite,uM,669,669,uL
TEST0002,H02,DMSO,40,NA,NA,infinite,uM,670,670,uL
TEST0002,H03,CMPD-0100316-1,40,NA,100.7825899,NA,uM,671,671,uL
TEST0002,H04,CMPD-0100316-1,40,NA,100.5319398,NA,uM,672,672,uL
TEST0002,H05,CMPD-0100316-1,40,NA,100.1809199,NA,uM,673,673,uL
TEST0002,H06,CMPD-0100316-1,40,NA,100.8588939,NA,uM,674,674,uL
TEST0002,H07,CMPD-0085461-1,40,NA,100.8219715,NA,uM,675,675,uL
TEST0002,H08,CMPD-0085461-1,40,NA,100.0370938,NA,uM,676,676,uL
TEST0002,H09,CMPD-0085461-1,40,NA,100.3843868,NA,uM,677,677,uL
TEST0002,H10,CMPD-0085461-1,40,NA,100.8653822,NA,uM,678,678,uL
TEST0002,H11,CMPD-0131846-1,40,NA,100.6959367,NA,uM,679,679,uL
TEST0002,H12,CMPD-0131846-1,40,NA,100.016624,NA,uM,680,680,uL
TEST0002,H13,CMPD-0131846-1,40,NA,100.8435592,NA,uM,681,681,uL
TEST0002,H14,CMPD-0131846-1,40,NA,100.8667891,NA,uM,682,682,uL
TEST0002,H15,CMPD-0137643-1,40,NA,100.0255786,NA,uM,683,683,uL
TEST0002,H16,CMPD-0137643-1,40,NA,100.0663191,NA,uM,684,684,uL
TEST0002,H17,CMPD-0137643-1,40,NA,100.3090965,NA,uM,685,685,uL
TEST0002,H18,CMPD-0137643-1,40,NA,100.7669112,NA,uM,686,686,uL
TEST0002,H19,CMPD-0089238-1,40,NA,100.8503582,NA,uM,687,687,uL
TEST0002,H20,CMPD-0089238-1,40,NA,100.3232387,NA,uM,688,688,uL
TEST0002,H21,CMPD-0089238-1,40,NA,100.0605207,NA,uM,689,689,uL
TEST0002,H22,CMPD-0089238-1,40,NA,100.3643016,NA,uM,690,690,uL
TEST0002,H23,PBS,40,NA,5,NA,uM,691,691,uL
TEST0002,H24,RD36882,40,NA,2,NA,uM,692,692,uL
TEST0002,I01,DMSO,40,NA,NA,infinite,uM,693,693,uL
TEST0002,I02,DMSO,40,NA,NA,infinite,uM,694,694,uL
TEST0002,I03,CMPD-0040331-1,40,NA,100.3704621,NA,uM,695,695,uL
TEST0002,I04,CMPD-0040331-1,40,NA,100.5788086,NA,uM,696,696,uL
TEST0002,I05,CMPD-0040331-1,40,NA,100.6790648,NA,uM,697,697,uL
TEST0002,I06,CMPD-0040331-1,40,NA,100.5919985,NA,uM,698,698,uL
TEST0002,I07,CMPD-0135253-1,40,NA,100.7035676,NA,uM,699,699,uL
TEST0002,I08,CMPD-0135253-1,40,NA,100.5434416,NA,uM,700,700,uL
TEST0002,I09,CMPD-0135253-1,40,NA,100.1773196,NA,uM,701,701,uL
TEST0002,I10,CMPD-0135253-1,40,NA,100.0547526,NA,uM,702,702,uL
TEST0002,I11,CMPD-0111133-1,40,NA,100.9035873,NA,uM,703,703,uL
TEST0002,I12,CMPD-0111133-1,40,NA,100.565721,NA,uM,704,704,uL
TEST0002,I13,CMPD-0111133-1,40,NA,100.5898758,NA,uM,705,705,uL
TEST0002,I14,CMPD-0111133-1,40,NA,100.8158378,NA,uM,706,706,uL
TEST0002,I15,CMPD-0113844-1,40,NA,100.3380041,NA,uM,707,707,uL
TEST0002,I16,CMPD-0113844-1,40,NA,100.9029366,NA,uM,708,708,uL
TEST0002,I17,CMPD-0113844-1,40,NA,100.3053409,NA,uM,709,709,uL
TEST0002,I18,CMPD-0113844-1,40,NA,100.1112618,NA,uM,710,710,uL
TEST0002,I19,CMPD-0067296-1,40,NA,100.2309687,NA,uM,711,711,uL
TEST0002,I20,CMPD-0067296-1,40,NA,100.8675808,NA,uM,712,712,uL
TEST0002,I21,CMPD-0067296-1,40,NA,100.2324707,NA,uM,713,713,uL
TEST0002,I22,CMPD-0067296-1,40,NA,100.8608612,NA,uM,714,714,uL
TEST0002,I23,PBS,40,NA,5,NA,uM,715,715,uL
TEST0002,I24,RD36882,40,NA,2,NA,uM,716,716,uL
TEST0002,J01,DMSO,40,NA,NA,infinite,uM,717,717,uL
TEST0002,J02,DMSO,40,NA,NA,infinite,uM,718,718,uL
TEST0002,J03,CMPD-0054128-1,40,NA,100.8553683,NA,uM,719,719,uL
TEST0002,J04,CMPD-0054128-1,40,NA,100.8984434,NA,uM,720,720,uL
TEST0002,J05,CMPD-0054128-1,40,NA,100.4440558,NA,uM,721,721,uL
TEST0002,J06,CMPD-0054128-1,40,NA,100.5385428,NA,uM,722,722,uL
TEST0002,J07,CMPD-0137044-1,40,NA,100.5384703,NA,uM,723,723,uL
TEST0002,J08,CMPD-0137044-1,40,NA,100.1804986,NA,uM,724,724,uL
TEST0002,J09,CMPD-0137044-1,40,NA,100.0717572,NA,uM,725,725,uL
TEST0002,J10,CMPD-0137044-1,40,NA,100.3783721,NA,uM,726,726,uL
TEST0002,J11,CMPD-0080261-1,40,NA,100.6056903,NA,uM,727,727,uL
TEST0002,J12,CMPD-0080261-1,40,NA,100.2660208,NA,uM,728,728,uL
TEST0002,J13,CMPD-0080261-1,40,NA,100.5631221,NA,uM,729,729,uL
TEST0002,J14,CMPD-0080261-1,40,NA,100.1341815,NA,uM,730,730,uL
TEST0002,J15,CMPD-0081766-1,40,NA,100.0771968,NA,uM,731,731,uL
TEST0002,J16,CMPD-0081766-1,40,NA,100.5320963,NA,uM,732,732,uL
TEST0002,J17,CMPD-0081766-1,40,NA,100.0515646,NA,uM,733,733,uL
TEST0002,J18,CMPD-0081766-1,40,NA,100.6204151,NA,uM,734,734,uL
TEST0002,J19,CMPD-0133793-1,40,NA,100.4857488,NA,uM,735,735,uL
TEST0002,J20,CMPD-0133793-1,40,NA,100.5491042,NA,uM,736,736,uL
TEST0002,J21,CMPD-0133793-1,40,NA,100.4054018,NA,uM,737,737,uL
TEST0002,J22,CMPD-0133793-1,40,NA,100.8562738,NA,uM,738,738,uL
TEST0002,J23,PBS,40,NA,5,NA,uM,739,739,uL
TEST0002,J24,RD36882,40,NA,2,NA,uM,740,740,uL
TEST0002,K01,DMSO,40,NA,NA,infinite,uM,741,741,uL
TEST0002,K02,DMSO,40,NA,NA,infinite,uM,742,742,uL
TEST0002,K03,CMPD-0144002-1,40,NA,100.001226,NA,uM,743,743,uL
TEST0002,K04,CMPD-0144002-1,40,NA,100.6849563,NA,uM,744,744,uL
TEST0002,K05,CMPD-0144002-1,40,NA,100.9664556,NA,uM,745,745,uL
TEST0002,K06,CMPD-0144002-1,40,NA,100.7521595,NA,uM,746,746,uL
TEST0002,K07,CMPD-0087492-1,40,NA,100.8633477,NA,uM,747,747,uL
TEST0002,K08,CMPD-0087492-1,40,NA,100.7312769,NA,uM,748,748,uL
TEST0002,K09,CMPD-0087492-1,40,NA,100.9961857,NA,uM,749,749,uL
TEST0002,K10,CMPD-0087492-1,40,NA,100.6377158,NA,uM,750,750,uL
TEST0002,K11,CMPD-0122412-1,40,NA,100.4766332,NA,uM,751,751,uL
TEST0002,K12,CMPD-0122412-1,40,NA,100.9010752,NA,uM,752,752,uL
TEST0002,K13,CMPD-0122412-1,40,NA,100.1113158,NA,uM,753,753,uL
TEST0002,K14,CMPD-0122412-1,40,NA,100.1892724,NA,uM,754,754,uL
TEST0002,K15,CMPD-0007117-1,40,NA,100.4327588,NA,uM,755,755,uL
TEST0002,K16,CMPD-0007117-1,40,NA,100.9553157,NA,uM,756,756,uL
TEST0002,K17,CMPD-0007117-1,40,NA,100.3939624,NA,uM,757,757,uL
TEST0002,K18,CMPD-0007117-1,40,NA,100.32749,NA,uM,758,758,uL
TEST0002,K19,CMPD-0027028-1,40,NA,100.1445709,NA,uM,759,759,uL
TEST0002,K20,CMPD-0027028-1,40,NA,100.2629262,NA,uM,760,760,uL
TEST0002,K21,CMPD-0027028-1,40,NA,100.7182076,NA,uM,761,761,uL
TEST0002,K22,CMPD-0027028-1,40,NA,100.7438672,NA,uM,762,762,uL
TEST0002,K23,PBS,40,NA,5,NA,uM,763,763,uL
TEST0002,K24,RD36882,40,NA,2,NA,uM,764,764,uL
TEST0002,L01,DMSO,40,NA,NA,infinite,uM,765,765,uL
TEST0002,L02,DMSO,40,NA,NA,infinite,uM,766,766,uL
TEST0002,L03,CMPD-0133261-1,40,NA,100.4384455,NA,uM,767,767,uL
TEST0002,L04,CMPD-0133261-1,40,NA,100.3117837,NA,uM,768,768,uL
TEST0002,L05,CMPD-0133261-1,40,NA,100.116759,NA,uM,769,769,uL
TEST0002,L06,CMPD-0133261-1,40,NA,100.4317746,NA,uM,770,770,uL
TEST0002,L07,CMPD-0040356-1,40,NA,100.1867061,NA,uM,771,771,uL
TEST0002,L08,CMPD-0040356-1,40,NA,100.475421,NA,uM,772,772,uL
TEST0002,L09,CMPD-0040356-1,40,NA,100.5413639,NA,uM,773,773,uL
TEST0002,L10,CMPD-0040356-1,40,NA,100.6542548,NA,uM,774,774,uL
TEST0002,L11,CMPD-0022505-1,40,NA,100.3519329,NA,uM,775,775,uL
TEST0002,L12,CMPD-0022505-1,40,NA,100.2599539,NA,uM,776,776,uL
TEST0002,L13,CMPD-0022505-1,40,NA,100.9967056,NA,uM,777,777,uL
TEST0002,L14,CMPD-0022505-1,40,NA,100.3793256,NA,uM,778,778,uL
TEST0002,L15,CMPD-0049252-1,40,NA,100.4224584,NA,uM,779,779,uL
TEST0002,L16,CMPD-0049252-1,40,NA,100.7321246,NA,uM,780,780,uL
TEST0002,L17,CMPD-0049252-1,40,NA,100.7620695,NA,uM,781,781,uL
TEST0002,L18,CMPD-0049252-1,40,NA,100.3118421,NA,uM,782,782,uL
TEST0002,L19,CMPD-0002613-1,40,NA,100.5274205,NA,uM,783,783,uL
TEST0002,L20,CMPD-0002613-1,40,NA,100.8989197,NA,uM,784,784,uL
TEST0002,L21,CMPD-0002613-1,40,NA,100.1362919,NA,uM,785,785,uL
TEST0002,L22,CMPD-0002613-1,40,NA,100.5985458,NA,uM,786,786,uL
TEST0002,L23,PBS,40,NA,5,NA,uM,787,787,uL
TEST0002,L24,RD36882,40,NA,2,NA,uM,788,788,uL
TEST0002,M01,DMSO,40,NA,NA,infinite,uM,789,789,uL
TEST0002,M02,DMSO,40,NA,NA,infinite,uM,790,790,uL
TEST0002,M03,CMPD-0091599-1,40,NA,100.5855977,NA,uM,791,791,uL
TEST0002,M04,CMPD-0091599-1,40,NA,100.0287661,NA,uM,792,792,uL
TEST0002,M05,CMPD-0091599-1,40,NA,100.6333616,NA,uM,793,793,uL
TEST0002,M06,CMPD-0091599-1,40,NA,100.4715942,NA,uM,794,794,uL
TEST0002,M07,CMPD-0007943-1,40,NA,100.2509078,NA,uM,795,795,uL
TEST0002,M08,CMPD-0007943-1,40,NA,100.7925277,NA,uM,796,796,uL
TEST0002,M09,CMPD-0007943-1,40,NA,100.5938235,NA,uM,797,797,uL
TEST0002,M10,CMPD-0007943-1,40,NA,100.6476024,NA,uM,798,798,uL
TEST0002,M11,CMPD-0021836-1,40,NA,100.5680943,NA,uM,799,799,uL
TEST0002,M12,CMPD-0021836-1,40,NA,100.5738554,NA,uM,800,800,uL
TEST0002,M13,CMPD-0021836-1,40,NA,100.0846495,NA,uM,801,801,uL
TEST0002,M14,CMPD-0021836-1,40,NA,100.7753187,NA,uM,802,802,uL
TEST0002,M15,CMPD-0072410-1,40,NA,100.4812747,NA,uM,803,803,uL
TEST0002,M16,CMPD-0072410-1,40,NA,100.9615495,NA,uM,804,804,uL
TEST0002,M17,CMPD-0072410-1,40,NA,100.3266884,NA,uM,805,805,uL
TEST0002,M18,CMPD-0072410-1,40,NA,100.8510199,NA,uM,806,806,uL
TEST0002,M19,CMPD-0070230-1,40,NA,100.6495919,NA,uM,807,807,uL
TEST0002,M20,CMPD-0070230-1,40,NA,100.4142504,NA,uM,808,808,uL
TEST0002,M21,CMPD-0070230-1,40,NA,100.9347004,NA,uM,809,809,uL
TEST0002,M22,CMPD-0070230-1,40,NA,100.0664359,NA,uM,810,810,uL
TEST0002,M23,PBS,40,NA,5,NA,uM,811,811,uL
TEST0002,M24,RD36882,40,NA,2,NA,uM,812,812,uL
TEST0002,N01,DMSO,40,NA,NA,infinite,uM,813,813,uL
TEST0002,N02,DMSO,40,NA,NA,infinite,uM,814,814,uL
TEST0002,N03,CMPD-0054212-1,40,NA,100.4976709,NA,uM,815,815,uL
TEST0002,N04,CMPD-0054212-1,40,NA,100.2272249,NA,uM,816,816,uL
TEST0002,N05,CMPD-0054212-1,40,NA,100.6219888,NA,uM,817,817,uL
TEST0002,N06,CMPD-0054212-1,40,NA,100.1498055,NA,uM,818,818,uL
TEST0002,N07,CMPD-0089108-1,40,NA,100.5309419,NA,uM,819,819,uL
TEST0002,N08,CMPD-0089108-1,40,NA,100.3028877,NA,uM,820,820,uL
TEST0002,N09,CMPD-0089108-1,40,NA,100.6297849,NA,uM,821,821,uL
TEST0002,N10,CMPD-0089108-1,40,NA,100.2702359,NA,uM,822,822,uL
TEST0002,N11,CMPD-0052746-1,40,NA,100.5204922,NA,uM,823,823,uL
TEST0002,N12,CMPD-0052746-1,40,NA,100.9653502,NA,uM,824,824,uL
TEST0002,N13,CMPD-0052746-1,40,NA,100.1740714,NA,uM,825,825,uL
TEST0002,N14,CMPD-0052746-1,40,NA,100.1930109,NA,uM,826,826,uL
TEST0002,N15,CMPD-0066374-1,40,NA,100.1410305,NA,uM,827,827,uL
TEST0002,N16,CMPD-0066374-1,40,NA,100.9477923,NA,uM,828,828,uL
TEST0002,N17,CMPD-0066374-1,40,NA,100.350604,NA,uM,829,829,uL
TEST0002,N18,CMPD-0066374-1,40,NA,100.5603644,NA,uM,830,830,uL
TEST0002,N19,CMPD-0054127-1,40,NA,100.8858334,NA,uM,831,831,uL
TEST0002,N20,CMPD-0054127-1,40,NA,100.8269574,NA,uM,832,832,uL
TEST0002,N21,CMPD-0054127-1,40,NA,100.9090145,NA,uM,833,833,uL
TEST0002,N22,CMPD-0054127-1,40,NA,100.3085212,NA,uM,834,834,uL
TEST0002,N23,PBS,40,NA,5,NA,uM,835,835,uL
TEST0002,N24,RD36882,40,NA,2,NA,uM,836,836,uL
TEST0002,O01,DMSO,40,NA,NA,infinite,uM,837,837,uL
TEST0002,O02,DMSO,40,NA,NA,infinite,uM,838,838,uL
TEST0002,O03,CMPD-0026523-1,40,NA,100.6009693,NA,uM,839,839,uL
TEST0002,O04,CMPD-0026523-1,40,NA,100.7676276,NA,uM,840,840,uL
TEST0002,O05,CMPD-0026523-1,40,NA,100.8429577,NA,uM,841,841,uL
TEST0002,O06,CMPD-0026523-1,40,NA,100.902154,NA,uM,842,842,uL
TEST0002,O07,CMPD-0001191-1,40,NA,100.0692972,NA,uM,843,843,uL
TEST0002,O08,CMPD-0001191-1,40,NA,100.5659426,NA,uM,844,844,uL
TEST0002,O09,CMPD-0001191-1,40,NA,100.7933009,NA,uM,845,845,uL
TEST0002,O10,CMPD-0001191-1,40,NA,100.6408264,NA,uM,846,846,uL
TEST0002,O11,CMPD-0011984-1,40,NA,100.9363872,NA,uM,847,847,uL
TEST0002,O12,CMPD-0011984-1,40,NA,100.2845989,NA,uM,848,848,uL
TEST0002,O13,CMPD-0011984-1,40,NA,100.4275972,NA,uM,849,849,uL
TEST0002,O14,CMPD-0011984-1,40,NA,100.7130681,NA,uM,850,850,uL
TEST0002,O15,CMPD-0058823-1,40,NA,100.1408537,NA,uM,851,851,uL
TEST0002,O16,CMPD-0058823-1,40,NA,100.8324982,NA,uM,852,852,uL
TEST0002,O17,CMPD-0058823-1,40,NA,100.1734576,NA,uM,853,853,uL
TEST0002,O18,CMPD-0058823-1,40,NA,100.9651644,NA,uM,854,854,uL
TEST0002,O19,CMPD-0064057-1,40,NA,100.2830437,NA,uM,855,855,uL
TEST0002,O20,CMPD-0064057-1,40,NA,100.0135714,NA,uM,856,856,uL
TEST0002,O21,CMPD-0064057-1,40,NA,100.8146926,NA,uM,857,857,uL
TEST0002,O22,CMPD-0064057-1,40,NA,100.5133153,NA,uM,858,858,uL
TEST0002,O23,PBS,40,NA,5,NA,uM,859,859,uL
TEST0002,O24,RD36882,40,NA,2,NA,uM,860,860,uL
TEST0002,P01,DMSO,40,NA,NA,infinite,uM,861,861,uL
TEST0002,P02,DMSO,40,NA,NA,infinite,uM,862,862,uL
TEST0002,P03,CMPD-0020962-1,40,NA,100.7492373,NA,uM,863,863,uL
TEST0002,P04,CMPD-0020962-1,40,NA,100.6574251,NA,uM,864,864,uL
TEST0002,P05,CMPD-0020962-1,40,NA,100.3797158,NA,uM,865,865,uL
TEST0002,P06,CMPD-0020962-1,40,NA,100.5496342,NA,uM,866,866,uL
TEST0002,P07,CMPD-0080233-1,40,NA,100.5587381,NA,uM,867,867,uL
TEST0002,P08,CMPD-0080233-1,40,NA,100.9928767,NA,uM,868,868,uL
TEST0002,P09,CMPD-0080233-1,40,NA,100.4128574,NA,uM,869,869,uL
TEST0002,P10,CMPD-0080233-1,40,NA,100.2563383,NA,uM,870,870,uL
TEST0002,P11,CMPD-0020847-1,40,NA,100.1094749,NA,uM,871,871,uL
TEST0002,P12,CMPD-0020847-1,40,NA,100.406711,NA,uM,872,872,uL
TEST0002,P13,CMPD-0020847-1,40,NA,100.9796939,NA,uM,873,873,uL
TEST0002,P14,CMPD-0020847-1,40,NA,100.8448739,NA,uM,874,874,uL
TEST0002,P15,CMPD-0112647-1,40,NA,100.2468293,NA,uM,875,875,uL
TEST0002,P16,CMPD-0112647-1,40,NA,100.6797777,NA,uM,876,876,uL
TEST0002,P17,CMPD-0112647-1,40,NA,100.5845549,NA,uM,877,877,uL
TEST0002,P18,CMPD-0112647-1,40,NA,100.2883643,NA,uM,878,878,uL
TEST0002,P19,CMPD-0130771-1,40,NA,100.9508265,NA,uM,879,879,uL
TEST0002,P20,CMPD-0130771-1,40,NA,100.6101981,NA,uM,880,880,uL
TEST0002,P21,CMPD-0130771-1,40,NA,100.599314,NA,uM,881,881,uL
TEST0002,P22,CMPD-0130771-1,40,NA,100.709854,NA,uM,882,882,uL
TEST0002,P23,PBS,40,NA,5,NA,uM,883,883,uL
TEST0002,P24,RD36882,40,NA,2,NA,uM,884,884,uL
TEST0002,A01,SUGAR,40,NA,20,NA,uM,885,501,uL
TEST0002,A02,SUGAR,40,NA,20,NA,uM,886,502,uL
TEST0002,A05,SUGAR,40,NA,20,NA,uM,887,505,uL
TEST0002,A06,SUGAR,40,NA,20,NA,uM,888,506,uL
TEST0002,A09,SUGAR,40,NA,20,NA,uM,889,509,uL
TEST0002,A10,SUGAR,40,NA,20,NA,uM,890,510,uL
TEST0002,A13,SUGAR,40,NA,20,NA,uM,891,513,uL
TEST0002,A14,SUGAR,40,NA,20,NA,uM,892,514,uL
TEST0002,A17,SUGAR,40,NA,20,NA,uM,893,517,uL
TEST0002,A18,SUGAR,40,NA,20,NA,uM,894,518,uL
TEST0002,A21,SUGAR,40,NA,20,NA,uM,895,521,uL
TEST0002,A22,SUGAR,40,NA,20,NA,uM,896,522,uL
TEST0002,B01,SUGAR,40,NA,20,NA,uM,897,525,uL
TEST0002,B02,SUGAR,40,NA,20,NA,uM,898,526,uL
TEST0002,B05,SUGAR,40,NA,20,NA,uM,899,529,uL
TEST0002,B06,SUGAR,40,NA,20,NA,uM,900,530,uL
TEST0002,B09,SUGAR,40,NA,20,NA,uM,901,533,uL
TEST0002,B10,SUGAR,40,NA,20,NA,uM,902,534,uL
TEST0002,B13,SUGAR,40,NA,20,NA,uM,903,537,uL
TEST0002,B14,SUGAR,40,NA,20,NA,uM,904,538,uL
TEST0002,B17,SUGAR,40,NA,20,NA,uM,905,541,uL
TEST0002,B18,SUGAR,40,NA,20,NA,uM,906,542,uL
TEST0002,B21,SUGAR,40,NA,20,NA,uM,907,545,uL
TEST0002,B22,SUGAR,40,NA,20,NA,uM,908,546,uL
TEST0002,C01,SUGAR,40,NA,20,NA,uM,909,549,uL
TEST0002,C02,SUGAR,40,NA,20,NA,uM,910,550,uL
TEST0002,C05,SUGAR,40,NA,20,NA,uM,911,553,uL
TEST0002,C06,SUGAR,40,NA,20,NA,uM,912,554,uL
TEST0002,C09,SUGAR,40,NA,20,NA,uM,913,557,uL
TEST0002,C10,SUGAR,40,NA,20,NA,uM,914,558,uL
TEST0002,C13,SUGAR,40,NA,20,NA,uM,915,561,uL
TEST0002,C14,SUGAR,40,NA,20,NA,uM,916,562,uL
TEST0002,C17,SUGAR,40,NA,20,NA,uM,917,565,uL
TEST0002,C18,SUGAR,40,NA,20,NA,uM,918,566,uL
TEST0002,C21,SUGAR,40,NA,20,NA,uM,919,569,uL
TEST0002,C22,SUGAR,40,NA,20,NA,uM,920,570,uL
TEST0002,D01,SUGAR,40,NA,20,NA,uM,921,573,uL
TEST0002,D02,SUGAR,40,NA,20,NA,uM,922,574,uL
TEST0002,D05,SUGAR,40,NA,20,NA,uM,923,577,uL
TEST0002,D06,SUGAR,40,NA,20,NA,uM,924,578,uL
TEST0002,D09,SUGAR,40,NA,20,NA,uM,925,581,uL
TEST0002,D10,SUGAR,40,NA,20,NA,uM,926,582,uL
TEST0002,D13,SUGAR,40,NA,20,NA,uM,927,585,uL
TEST0002,D14,SUGAR,40,NA,20,NA,uM,928,586,uL
TEST0002,D17,SUGAR,40,NA,20,NA,uM,929,589,uL
TEST0002,D18,SUGAR,40,NA,20,NA,uM,930,590,uL
TEST0002,D21,SUGAR,40,NA,20,NA,uM,931,593,uL
TEST0002,D22,SUGAR,40,NA,20,NA,uM,932,594,uL
TEST0002,E01,SUGAR,40,NA,20,NA,uM,933,597,uL
TEST0002,E02,SUGAR,40,NA,20,NA,uM,934,598,uL
