"BARCODE","WELL_NAME","WELL_ID","BATCH_CODE","VOLUME","VOLUME_UNIT","CONCENTRATION","CONCENTRATION_UNIT"
"BF00007325","G23",57705,"CRA-025203-1",12,"uL",10.14,"mM"
"BF00007325","J23",57708,"CRA-025206-1",12,"uL",9.99,"mM"
"BF00007315","H10",58576,"CRA-024307-1",12,"uL",10.13,"mM"
"BF00007315","D11",58593,"CRA-024318-1",12,"uL",10.04,"mM"
"BF00007335","E07",58478,"CRA-025638-1",12,"uL",10.05,"mM"
"BF00007315","B07",58503,"CRA-024253-1",12,"uL",10.09,"mM"
"BF00007335","H11",58714,"CRA-025705-1",12,"uL",9.87,"mM"
"BF00007335","C12",58750,"CRA-025716-1",12,"uL",10.1,"mM"
"BF00007325","I24",57722,"CRA-025220-1",12,"uL",9.95,"mM"
"BF00007325","J24",57723,"CRA-025221-1",12,"uL",9.96,"mM"
"BF00007325","L24",57725,"CRA-025223-1",12,"uL",10.02,"mM"
"BF00007315","L11",58604,"CRA-024326-1",12,"uL",9.9,"mM"
"BF00007335","I09",58610,"CRA-025674-1",12,"uL",10.09,"mM"
"BF00007315","N07",58519,"CRA-024265-1",12,"uL",9.91,"mM"
"BF00007335","E12",58757,"CRA-025718-1",12,"uL",10,"mM"
"BF00007315","K18",58762,"CRA-024437-1",12,"uL",10.12,"mM"
"BF00007315","M18",58765,"CRA-024439-1",12,"uL",10.08,"mM"
"BF00007330","B04",57746,"CRA-025244-1",12,"uL",10.12,"mM"
"BF00007335","N09",58629,"CRA-025679-1",12,"uL",9.85,"mM"
"BF00007315","K08",58537,"CRA-024278-1",12,"uL",10.07,"mM"
"BF00007315","N08",58541,"CRA-024281-1",12,"uL",9.9,"mM"
"BF00007330","G04",57751,"CRA-025249-1",12,"uL",9.99,"mM"
"BF00007330","C05",57763,"CRA-025261-1",12,"uL",9.8,"mM"
"BF00007315","K14",58669,"CRA-024373-1",12,"uL",9.89,"mM"
"BF00007315","O09",58564,"CRA-024298-1",12,"uL",9.94,"mM"
"BF00007315","E20",58798,"CRA-024463-1",12,"uL",10.07,"mM"
"BF00007315","F20",58800,"CRA-024464-1",12,"uL",10.15,"mM"
"BF00007330","L05",57772,"CRA-025270-1",12,"uL",10.02,"mM"
"BF00007315","B15",58679,"CRA-024380-1",12,"uL",10.01,"mM"
"BF00007315","K15",58691,"CRA-024389-1",12,"uL",9.97,"mM"
"BF00007315","L15",58693,"CRA-024390-1",12,"uL",9.96,"mM"
"BF00007335","G14",58866,"CRA-025751-1",12,"uL",10.02,"mM"
"BF00007440","F22",58368,"CRA-024152-1",12,"uL",7.98,"mM"
"BF00007440","J05",58371,"CRA-024154-1",12,"uL",9.7,"mM"
"BF00007440","N05",58373,"CRA-024156-1",12,"uL",9.59,"mM"
"BF00007445","N08",58381,"CRA-024162-1",12,"uL",8.74,"mM"
"BF00007315","B16",58703,"CRA-024396-1",12,"uL",9.92,"mM"
"BF00007315","D16",58706,"CRA-024398-1",12,"uL",9.9,"mM"
"BF00007315","I16",58713,"CRA-024403-1",12,"uL",10.09,"mM"
"BF00007315","B12",58612,"CRA-024332-1",12,"uL",9.89,"mM"
"BF00007315","K12",58624,"CRA-024341-1",12,"uL",9.91,"mM"
"BF00007315","O15",56896,"CRA-024393-1",,"",,""
"AP00000001","",,"CRA-024409-1",,"",,""
"AP00000001","",,"CRA-024457-1",,"",,""
"BF00007315","O21",56992,"CRA-024489-1",,"",,""
"AP00000001","",,"CRA-024520-1",,"",,""
"BF00007315","P12",56849,"CRA-024346-1",,"",,""
"AP00000001","",,"CRA-024410-1",,"",,""
"AP00000001","",,"CRA-024458-1",,"",,""
"AP00000001","",,"CRA-024490-1",,"",,""
"BF00007315","P08",56786,"CRA-024283-1",,"",,""
"AP00000001","",,"CRA-024204-1",,"",,""
"BF00007315","A05",56723,"CRA-024220-1",,"",,""
"AP00000001","",,"CRA-024459-1",,"",,""
"BF00007315","B06",56740,"CRA-024237-1",,"",,""
"AP00000001","",,"CRA-024316-1",,"",,""
"AP00000001","",,"CRA-025996-1",,"",,""
"AP00000001","",,"CRA-024206-1",,"",,""
"AP00000001","",,"CRA-024254-1",,"",,""
"AP00000001","",,"CRA-024349-1",,"",,""
"AP00000001","",,"CRA-024207-1",,"",,""
"AP00000001","",,"CRA-024239-1",,"",,""
"AP00000001","",,"CRA-024255-1",,"",,""
"AP00000001","",,"CRA-024382-1",,"",,""
"AP00000001","",,"CRA-024446-1",,"",,""
"AP00000001","",,"CRA-024478-1",,"",,""
"AP00000001","",,"CRA-024208-1",,"",,""
"BF00007315","E18",56934,"CRA-024431-1",,"",,""
"AP00000001","",,"CRA-024431-1",,"",,""
"BF00007315","F06",56744,"CRA-024241-1",,"",,""
"AP00000001","",,"CRA-024273-1",,"",,""
"AP00000001","",,"CRA-024336-1",,"",,""
"BF00007315","N06",56752,"CRA-024249-1",,"",,""
"AP00000001","",,"CRA-024400-1",,"",,""
"AP00000001","",,"CRA-024194-1",,"",,""
"AP00000001","",,"CRA-024258-1",,"",,""
"AP00000001","",,"CRA-024290-1",,"",,""
"AP00000001","",,"CRA-024433-1",,"",,""
"AP00000001","",,"CRA-024481-1",,"",,""
"BF00007315","H11",56825,"CRA-024322-1",,"",,""
"AP00000001","",,"CRA-024308-1",,"",,""
"AP00000001","",,"CRA-024339-1",,"",,""
"AP00000001","",,"CRA-024371-1",,"",,""
"AP00000001","",,"CRA-024435-1",,"",,""
"AP00000001","",,"CRA-024245-1",,"",,""
"AP00000001","",,"CRA-024261-1",,"",,""
"AP00000001","",,"CRA-024515-1",,"",,""
"AP00000001","",,"CRA-025998-1",,"",,""
"AP00000001","",,"CRA-024214-1",,"",,""
"AP00000001","",,"CRA-025996-1",,"",,""
"AP00000001","",,"CRA-024390-1",,"",,""
"AP00000001","",,"CRA-025996-1",,"",,""
"BF00007315","",,"CRA-025998-1",,"",,""
"AP00000001","",,"CRA-025998-1",,"",,""
"AP00000001","",,"CRA-024248-1",,"",,""
"AP00000001","",,"CRA-024264-1",,"",,""
"BF00007315","M14",56878,"CRA-024375-1",,"",,""
"BF00007315","L08",56782,"CRA-024279-1",,"",,""
"BF00007315","",,"CRA-025998-1",,"",,""
"AP00000001","",,"CRA-024344-1",,"",,""
"AP00000001","",,"CRA-024376-1",,"",,""
"AP00000001","",,"CRA-024519-1",,"",,""
"BF00007315","",,"CRA-025996-1",,"",,""
"BF00007315","",,"CRA-025998-1",,"",,""
"AP00000002","",,"CRA-024209-1",,"",,""
"BF00007315","F06",56744,"CRA-024241-1",,"",,""
"BF00007315","F07",56760,"CRA-024257-1",,"",,""
"AP00000002","",,"CRA-024289-1",,"",,""
"AP00000002","",,"CRA-024352-1",,"",,""
"AP00000002","",,"CRA-024516-1",,"",,""
"AP00000002","",,"CRA-024215-1",,"",,""
"BF00007315","L09",56798,"CRA-024295-1",,"",,""
"AP00000003","",,"CRA-024524-1",,"",,""
"AP00000003","",,"CRA-025996-1",,"",,""
"AP00000003","",,"CRA-024191-1",,"",,""
"AP00000003","",,"CRA-024239-1",,"",,""
"AP00000003","",,"CRA-024318-1",,"",,""
"AP00000003","",,"CRA-024478-1",,"",,""
"AP00000003","",,"CRA-025996-1",,"",,""
"AP00000003","",,"CRA-024240-1",,"",,""
"AP00000003","",,"CRA-024241-1",,"",,""
"AP00000003","",,"CRA-024400-1",,"",,""
"BF00007315","",,"CRA-025998-1",,"",,""
"AP00000003","",,"CRA-024226-1",,"",,""
"AP00000003","",,"CRA-024401-1",,"",,""
"AP00000003","",,"CRA-024433-1",,"",,""
"AP00000003","",,"CRA-024465-1",,"",,""
"AP00000003","",,"CRA-024370-1",,"",,""
"BF00007315","I09",56795,"CRA-024292-1",,"",,""
"AP00000003","",,"CRA-024292-1",,"",,""
"AP00000003","",,"CRA-024323-1",,"",,""
"AP00000003","",,"CRA-024355-1",,"",,""
"AP00000003","",,"CRA-024371-1",,"",,""
"AP00000003","",,"CRA-024467-1",,"",,""
"AP00000003","",,"CRA-025996-1",,"",,""
"AP00000003","",,"CRA-024213-1",,"",,""
"AP00000003","",,"CRA-024245-1",,"",,""
"AP00000003","",,"CRA-024261-1",,"",,""
"AP00000003","",,"CRA-024356-1",,"",,""
"AP00000003","",,"CRA-024404-1",,"",,""
"BF00007315","J21",56987,"CRA-024484-1",,"",,""
"AP00000003","",,"CRA-024198-1",,"",,""
"AP00000003","",,"CRA-024214-1",,"",,""
"AP00000003","",,"CRA-024230-1",,"",,""
"AP00000003","",,"CRA-024262-1",,"",,""
"AP00000003","",,"CRA-024294-1",,"",,""
"AP00000003","",,"CRA-024325-1",,"",,""
"AP00000003","",,"CRA-024389-1",,"",,""
"AP00000003","",,"CRA-024405-1",,"",,""
"AP00000003","",,"CRA-024247-1",,"",,""
"AP00000003","",,"CRA-024311-1",,"",,""
"AP00000003","",,"CRA-024390-1",,"",,""
"AP00000003","",,"CRA-024281-1",,"",,""
"AP00000003","",,"CRA-024392-1",,"",,""
"AP00000003","",,"CRA-024533-1",,"",,""
"AP00000003","",,"CRA-025998-1",,"",,""
"AP00000003","",,"CRA-024391-1",,"",,""
"AP00000003","",,"CRA-024407-1",,"",,""
"AP00000003","",,"CRA-024423-1",,"",,""
"AP00000003","",,"CRA-024503-1",,"",,""
"AP00000003","",,"CRA-024218-1",,"",,""
"AP00000003","",,"CRA-024250-1",,"",,""
"AP00000003","",,"CRA-024232-1",,"",,""
"AP00000003","",,"CRA-024312-1",,"",,""
"AP00000003","",,"CRA-025996-1",,"",,""
"BF00007315","",,"CRA-025998-1",,"",,""
"BF00007315","N06",56752,"CRA-024249-1",,"",,""
"AP00000003","",,"CRA-024456-1",,"",,""
"BF00007315","A03",56691,"CRA-024188-1",,"",,""
"BF00007315","A05",56723,"CRA-024220-1",,"",,""
"AP00000002","",,"CRA-024300-1",,"",,""
"AP00000002","",,"CRA-024400-1",,"",,""
"AP00000002","",,"CRA-024416-1",,"",,""
"BF00007315","F18",56935,"CRA-024432-1",,"",,""
"AP00000002","",,"CRA-025998-1",,"",,""
"AP00000002","",,"CRA-024210-1",,"",,""
"AP00000002","",,"CRA-024374-1",,"",,""
"BF00007315","",,"CRA-025998-1",,"",,""
"BF00007315","",,"CRA-025996-1",,"",,""
"AP00000002","",,"CRA-024321-1",,"",,""
"AP00000002","",,"CRA-024337-1",,"",,""
"AP00000002","",,"CRA-024385-1",,"",,""
"BF00007315","G16",56904,"CRA-024401-1",,"",,""
"AP00000002","",,"CRA-024327-1",,"",,""
"BF00007315","B06",56740,"CRA-024237-1",,"",,""
"AP00000002","",,"CRA-024285-1",,"",,""
"BF00007315","",,"CRA-025998-1",,"",,""
"AP00000002","",,"CRA-024211-1",,"",,""
"AP00000002","",,"CRA-024259-1",,"",,""
"AP00000002","",,"CRA-024322-1",,"",,""
"BF00007315","H14",56873,"CRA-024370-1",,"",,""
"AP00000002","",,"CRA-024534-1",,"",,""
"BF00007315","N06",56752,"CRA-024249-1",,"",,""
"AP00000002","",,"CRA-024392-1",,"",,""
"AP00000003","",,"CRA-024285-1",,"",,""
"AP00000003","",,"CRA-024348-1",,"",,""
"AP00000002","",,"CRA-024429-1",,"",,""
"BF00007315","I06",56747,"CRA-024244-1",,"",,""
"AP00000002","",,"CRA-024260-1",,"",,""
"AP00000002","",,"CRA-024308-1",,"",,""
"AP00000002","",,"CRA-024472-1",,"",,""
"BF00007315","N23",57022,"CRA-024519-1",,"",,""
"BF00007315","O04",56721,"CRA-024218-1",,"",,""
"BF00007315","O10",56816,"CRA-024313-1",,"",,""
"AP00000002","",,"CRA-024329-1",,"",,""
"BF00007315","B21",56979,"CRA-024476-1",,"",,""
"AP00000003","",,"CRA-024476-1",,"",,""
"AP00000002","",,"CRA-024223-1",,"",,""
"AP00000002","",,"CRA-024435-1",,"",,""
"AP00000002","",,"CRA-025996-1",,"",,""
"AP00000002","",,"CRA-024229-1",,"",,""
"BF00007315","O15",56896,"CRA-024393-1",,"",,""
"AP00000002","",,"CRA-024489-1",,"",,""
"AP00000002","",,"CRA-024504-1",,"",,""
"AP00000002","",,"CRA-024478-1",,"",,""
"AP00000002","",,"CRA-024525-1",,"",,""
"AP00000002","",,"CRA-024484-1",,"",,""
"AP00000002","",,"CRA-024515-1",,"",,""
"AP00000002","",,"CRA-024362-1",,"",,""
"AP00000002","",,"CRA-024394-1",,"",,""
"AP00000002","",,"CRA-024426-1",,"",,""
"AP00000003","",,"CRA-024349-1",,"",,""
"AP00000002","",,"CRA-024335-1",,"",,""
"AP00000002","",,"CRA-024399-1",,"",,""
"AP00000002","",,"CRA-024230-1",,"",,""
"AP00000002","",,"CRA-024357-1",,"",,""
"AP00000002","",,"CRA-024373-1",,"",,""
"BF00007335","P03",58271,"CRA-025586-1",12,"uL",10.17,"mM"
"BF00007330","O07",57834,"CRA-025302-1",12,"uL",9.87,"mM"
"BF00007330","C22",58057,"CRA-025525-1",12,"uL",9.9,"mM"
"BF00007330","G22",58061,"CRA-025529-1",12,"uL",9.87,"mM"
"BF00007330","J22",58064,"CRA-025532-1",12,"uL",10.1,"mM"
"BF00007400","C24",58294,"CRA-024097-1",12,"uL",7.55,"mM"
"BF00007405","N07",58296,"CRA-024099-1",12,"uL",9.33,"mM"
"BF00007330","K08",57845,"CRA-025313-1",12,"uL",10.06,"mM"
"BF00007330","N08",57848,"CRA-025316-1",12,"uL",10.01,"mM"
"BF00007330","G23",58077,"CRA-025545-1",12,"uL",10.06,"mM"
"BF00007330","K23",58091,"CRA-025549-1",12,"uL",9.95,"mM"
"BF00007405","N09",58303,"CRA-024104-1",12,"uL",9.41,"mM"
"BF00007405","O13",58305,"CRA-024106-1",12,"uL",9.14,"mM"
"BF00007405","O19",58308,"CRA-024108-1",12,"uL",7.1,"mM"
"BF00007335","J04",58314,"CRA-025596-1",12,"uL",9.86,"mM"
"BF00007330","J09",57860,"CRA-025328-1",12,"uL",9.99,"mM"
"BF00007330","N09",57864,"CRA-025332-1",12,"uL",10.08,"mM"
"BF00007345","H09",58143,"CRA-023979-1",12,"uL",8.3,"mM"
"BF00007345","A21",58147,"CRA-023982-1",12,"uL",8.8,"mM"
"BF00007335","L04",58320,"CRA-025598-1",12,"uL",9.9,"mM"
"BF00007330","I10",57874,"CRA-025342-1",12,"uL",10.04,"mM"
"BF00007355","G21",58158,"CRA-023991-1",12,"uL",8.74,"mM"
"BF00007360","L11",58162,"CRA-023994-1",12,"uL",4.54,"mM"
"BF00007425","J17",58344,"CRA-024134-1",12,"uL",9.12,"mM"
"BF00007435","C09",58352,"CRA-024140-1",12,"uL",8.41,"mM"
"BF00007335","D05",58350,"CRA-025606-1",12,"uL",9.98,"mM"
"BF00007435","E11",58353,"CRA-024141-1",12,"uL",9.33,"mM"
"BF00007330","B12",57898,"CRA-025366-1",12,"uL",10.14,"mM"
"BF00007330","C12",57899,"CRA-025367-1",12,"uL",9.99,"mM"
"BF00007330","D12",57900,"CRA-025368-1",12,"uL",9.99,"mM"
"BF00007365","G07",58185,"CRA-024012-1",12,"uL",9.01,"mM"
"BF00007365","I13",58198,"CRA-024022-1",12,"uL",7.99,"mM"
"BF00007365","P24",58202,"CRA-024025-1",12,"uL",9.04,"mM"
"BF00007330","B13",57914,"CRA-025382-1",12,"uL",9.9,"mM"
"BF00007370","O06",58209,"CRA-024031-1",12,"uL",9.08,"mM"
"BF00007330","J14",57937,"CRA-025405-1",12,"uL",10.18,"mM"
"BF00007375","I03",58223,"CRA-024042-1",12,"uL",9.3,"mM"
"BF00007375","K10",58227,"CRA-024045-1",12,"uL",8.64,"mM"
"BF00007380","C10",58238,"CRA-024054-1",12,"uL",7.23,"mM"
"BF00007380","E10",58239,"CRA-024055-1",12,"uL",7.09,"mM"
"BF00007330","K06",58100,"CRA-023944-1",12,"uL",7.75,"mM"
"BF00007330","E07",58103,"CRA-023946-1",12,"uL",8.12,"mM"
"BF00007330","J15",57953,"CRA-025421-1",12,"uL",9.87,"mM"
"BF00007330","N15",57957,"CRA-025425-1",12,"uL",10.04,"mM"
"BF00007340","P06",58130,"CRA-023968-1",12,"uL",9.57,"mM"
"BF00007340","D14",58132,"CRA-023970-1",12,"uL",9.07,"mM"
"BF00007330","I16",57968,"CRA-025436-1",12,"uL",10.07,"mM"
"BF00007330","M16",57972,"CRA-025440-1",12,"uL",10.08,"mM"
"BF00007330","O16",57974,"CRA-025442-1",12,"uL",9.88,"mM"
"BF00007340","G19",58137,"CRA-023974-1",12,"uL",9.06,"mM"
"BF00007330","F24",58150,"CRA-025560-1",12,"uL",9.88,"mM"
"BF00007330","I24",58165,"CRA-025563-1",12,"uL",10.21,"mM"
"BF00007330","M24",58182,"CRA-025567-1",12,"uL",10.02,"mM"
"BF00007330","N17",57988,"CRA-025456-1",12,"uL",9.85,"mM"
"BF00007330","C18",57993,"CRA-025461-1",12,"uL",10.05,"mM"
"BF00007335","F03",58226,"CRA-025576-1",12,"uL",10.03,"mM"
"BF00007335","G03",58231,"CRA-025577-1",12,"uL",10.02,"mM"
"BF00007380","F10",58241,"CRA-024056-1",12,"uL",9.02,"mM"
"BF00007330","G18",57997,"CRA-025465-1",12,"uL",10.08,"mM"
"BF00007330","H18",57998,"CRA-025466-1",12,"uL",10.03,"mM"
"BF00007330","K18",58001,"CRA-025469-1",12,"uL",9.9,"mM"
"BF00007330","K19",58017,"CRA-025485-1",12,"uL",9.98,"mM"
"BF00007330","L19",58018,"CRA-025486-1",12,"uL",9.88,"mM"
"BF00007390","K20",58261,"CRA-024072-1",12,"uL",8.64,"mM"
"BF00007335","N03",58262,"CRA-025584-1",12,"uL",10.15,"mM"
"BF00007390","I23",58265,"CRA-024075-1",12,"uL",7.62,"mM"
"BF00007330","C06",57809,"CRA-025277-1",12,"uL",10.11,"mM"
"BF00007330","L06",57817,"CRA-025285-1",12,"uL",10.08,"mM"
"BF00007330","D20",58026,"CRA-025494-1",12,"uL",10.14,"mM"
"BF00007330","G20",58029,"CRA-025497-1",12,"uL",9.9,"mM"
"BF00007340","J06",62626,"CRA-025964-1",12,"uL",10.08,"mM"
"BF00007340","F03",59342,"CRA-025913-1",12,"uL",10.15,"mM"
"BF00007340","H03",59348,"CRA-025915-1",12,"uL",9.89,"mM"
"BF00007325","B15",60107,"CRA-025073-1",12,"uL",9.93,"mM"
"BF00007325","H16",60302,"CRA-025095-1",12,"uL",9.84,"mM"
"BF00007325","P16",60370,"CRA-025103-1",12,"uL",10.02,"mM"
"BF00007325","B17",60388,"CRA-025105-1",12,"uL",10.12,"mM"
"BF00007325","F17",60415,"CRA-025109-1",12,"uL",9.99,"mM"
"BF00007340","K04",59397,"CRA-025933-1",12,"uL",9.89,"mM"
"BF00007320","J23",59406,"CRA-024864-1",12,"uL",10.12,"mM"
"BF00007320","J24",59431,"CRA-024880-1",12,"uL",10.09,"mM"
"BF00007325","P18",60605,"CRA-025133-1",12,"uL",9.99,"mM"
"BF00007325","F19",60651,"CRA-025139-1",12,"uL",10.03,"mM"
"BF00007320","O24",59438,"CRA-024884-1",12,"uL",9.91,"mM"
"BF00007325","F03",59449,"CRA-024891-1",12,"uL",10.01,"mM"
"BF00007325","L19",60694,"CRA-025145-1",12,"uL",10.12,"mM"
"BF00007325","M19",60697,"CRA-025146-1",12,"uL",9.97,"mM"
"BF00007325","B20",60735,"CRA-025151-1",12,"uL",10.05,"mM"
"BF00007325","E20",60752,"CRA-025154-1",12,"uL",10.02,"mM"
"ABC123","",,"CRA-024192-1",,"",,""
"S6973","A01",64773,"CRA-025999-1",10,"uL",10,"mM"
"BF00007340","F06",59471,"CRA-025960-1",12,"uL",10.11,"mM"
"BF00007325","K04",59479,"CRA-024910-1",12,"uL",10.07,"mM"
"BF00007325","J20",60779,"CRA-025159-1",12,"uL",9.99,"mM"
"BF00007320","O09",59070,"CRA-024647-1",12,"uL",10.07,"mM"
"BF00007320","B10",59075,"CRA-024650-1",12,"uL",9.92,"mM"
"BF00007325","B05",59490,"CRA-024917-1",12,"uL",10.12,"mM"
"BF00007325","H05",59499,"CRA-024923-1",12,"uL",10.02,"mM"
"BF00007325","M21",60907,"CRA-025177-1",12,"uL",10.02,"mM"
"BF00007325","B22",60940,"CRA-025182-1",12,"uL",10.15,"mM"
"BF00007320","F10",59081,"CRA-024654-1",12,"uL",9.95,"mM"
"BF00007325","B06",59515,"CRA-024933-1",12,"uL",10.14,"mM"
"BF00007325","G06",59523,"CRA-024938-1",12,"uL",9.99,"mM"
"BF00007320","C11",59101,"CRA-024667-1",12,"uL",9.99,"mM"
"BF00007335","A20",59112,"CRA-025832-1",12,"uL",9.94,"mM"
"BF00007335","G20",59126,"CRA-025837-1",12,"uL",10.04,"mM"
"BF00007325","N07",59558,"CRA-024960-1",12,"uL",10.13,"mM"
"BF00007325","A08",59561,"CRA-024963-1",12,"uL",9.97,"mM"
"BF00007335","E22",62527,"CRA-025865-1",12,"uL",10.07,"mM"
"BF00007340","G07",62638,"CRA-025976-1",12,"uL",9.83,"mM"
"BF00007340","K07",62642,"CRA-025980-1",12,"uL",10.08,"mM"
"BF00007320","J12",59136,"CRA-024690-1",12,"uL",9.99,"mM"
"BF00007320","N12",59142,"CRA-024694-1",12,"uL",10.02,"mM"
"BF00007325","K08",59570,"CRA-024973-1",12,"uL",10.02,"mM"
"BF00007340","C08",62649,"CRA-025987-1",12,"uL",9.94,"mM"
"BF00007320","D14",59175,"CRA-024716-1",12,"uL",9.96,"mM"
"BF00007320","F14",59178,"CRA-024718-1",12,"uL",10.11,"mM"
"BF00007335","F23",62543,"CRA-025881-1",12,"uL",10.02,"mM"
"BF00007335","H23",62545,"CRA-025883-1",12,"uL",9.91,"mM"
"BF00007320","I14",59183,"CRA-024721-1",12,"uL",10.03,"mM"
"BF00007320","J14",59185,"CRA-024722-1",12,"uL",10.11,"mM"
"BF00007320","L14",59188,"CRA-024724-1",12,"uL",9.94,"mM"
"BF00007320","N14",59191,"CRA-024726-1",12,"uL",9.92,"mM"
"BF00007325","G10",59597,"CRA-025000-1",12,"uL",10.1,"mM"
"BF00007325","H10",59598,"CRA-025001-1",12,"uL",10.26,"mM"
"BF00007325","J10",59600,"CRA-025003-1",12,"uL",9.93,"mM"
"BF00007335","H24",62561,"CRA-025899-1",12,"uL",9.85,"mM"
"BF00007335","N24",62567,"CRA-025905-1",12,"uL",9.91,"mM"
"BF00007320","I15",59208,"CRA-024737-1",12,"uL",10.11,"mM"
"BF00007320","D16",59225,"CRA-024748-1",12,"uL",10.03,"mM"
"BF00007325","P10",59606,"CRA-025009-1",12,"uL",10.12,"mM"
"BF00007325","D11",59610,"CRA-025013-1",12,"uL",10.09,"mM"
"BF00007325","I11",59615,"CRA-025018-1",12,"uL",9.97,"mM"
"BF00007340","L03",62581,"CRA-025919-1",12,"uL",9.93,"mM"
"BF00007320","E16",59227,"CRA-024749-1",12,"uL",9.96,"mM"
"BF00007335","G23",59257,"CRA-025882-1",12,"uL",10.2,"mM"
"BF00007325","C12",59672,"CRA-025028-1",12,"uL",9.95,"mM"
"BF00007325","E12",59690,"CRA-025030-1",12,"uL",9.98,"mM"
"BF00007320","O17",59264,"CRA-024774-1",12,"uL",10.11,"mM"
"BF00007325","M12",59767,"CRA-025038-1",12,"uL",9.94,"mM"
"BF00007340","F05",62606,"CRA-025944-1",12,"uL",9.95,"mM"
"BF00007320","P18",59291,"CRA-024791-1",12,"uL",10.07,"mM"
"BF00007320","F19",59299,"CRA-024796-1",12,"uL",9.99,"mM"
"BF00007320","H19",59302,"CRA-024798-1",12,"uL",9.93,"mM"
"BF00007320","I19",59304,"CRA-024799-1",12,"uL",10.15,"mM"
"BF00007320","J19",59306,"CRA-024800-1",12,"uL",9.99,"mM"
"BF00007315","E13",56854,"CRA-024351-1",,"",,""
"BF00007315","E24",57029,"CRA-024526-1",,"",,""
"BF00007315","G06",56745,"CRA-024242-1",,"",,""
"BF00007315","O17",56928,"CRA-024425-1",,"",,""
"AP00000003","",,"CRA-024441-1",,"",,""
"AP00000003","",,"CRA-024473-1",,"",,""
"AP00000003","",,"CRA-024489-1",,"",,""
"BF00007315","P05",56738,"CRA-024235-1",,"",,""
"AP00000003","",,"CRA-024299-1",,"",,""
"AP00000003","",,"CRA-024378-1",,"",,""
"AP00000003","",,"CRA-024394-1",,"",,""
"BF00007320","B20",59318,"CRA-024808-1",12,"uL",9.93,"mM"
"BF00007320","H20",59328,"CRA-024814-1",12,"uL",10.11,"mM"
"BF00007325","E13",59855,"CRA-025046-1",12,"uL",10.03,"mM"
"BF00007325","F13",59866,"CRA-025047-1",12,"uL",9.95,"mM"
"BF00007325","L13",59922,"CRA-025053-1",12,"uL",10.09,"mM"
"BF00007330","H06",61555,"CRA-025282-1",12,"uL",10.18,"mM"
"BF00007330","N13",62055,"CRA-025393-1",12,"uL",10.02,"mM"
"BF00007330","A14",62058,"CRA-025396-1",12,"uL",10.12,"mM"
"BF00007330","B14",62059,"CRA-025397-1",12,"uL",9.89,"mM"
"BF00007330","N14",62071,"CRA-025409-1",12,"uL",10.06,"mM"
"BF00007330","P14",62073,"CRA-025411-1",12,"uL",10.09,"mM"
"BF00007330","M15",62086,"CRA-025424-1",12,"uL",9.94,"mM"
"BF00007330","H16",62097,"CRA-025435-1",12,"uL",10.05,"mM"
"BF00007330","I17",62114,"CRA-025452-1",12,"uL",10.02,"mM"
"BF00007330","N17",62118,"CRA-025456-1",12,"uL",9.85,"mM"
"BF00007330","B18",62122,"CRA-025460-1",12,"uL",10.14,"mM"
"BF00007330","F18",62126,"CRA-025464-1",12,"uL",10.11,"mM"
"BF00007330","J18",62130,"CRA-025468-1",12,"uL",10.13,"mM"
"BF00007330","D19",62140,"CRA-025478-1",12,"uL",10.04,"mM"
"BF00007330","B20",62154,"CRA-025492-1",12,"uL",9.86,"mM"
"BF00007330","G20",62159,"CRA-025497-1",12,"uL",9.9,"mM"
"BF00007330","M20",62165,"CRA-025503-1",12,"uL",10.1,"mM"
"BF00007330","A21",62169,"CRA-025507-1",12,"uL",9.98,"mM"
"BF00007330","E21",62173,"CRA-025511-1",12,"uL",10.09,"mM"
"BF00007330","B22",62186,"CRA-025524-1",12,"uL",9.9,"mM"
"BF00007330","N22",62198,"CRA-025536-1",12,"uL",9.94,"mM"
"BF00007330","O22",62199,"CRA-025537-1",12,"uL",10.12,"mM"
"BF00007330","F23",62206,"CRA-025544-1",12,"uL",9.99,"mM"
"BF00007330","B24",62218,"CRA-025556-1",12,"uL",10.12,"mM"
"BF00007335","A03",62233,"CRA-025571-1",12,"uL",10.01,"mM"
"BF00007335","I03",62241,"CRA-025579-1",12,"uL",10.01,"mM"
"BF00007335","L03",62244,"CRA-025582-1",12,"uL",9.86,"mM"
"BF00007335","O03",62247,"CRA-025585-1",12,"uL",9.92,"mM"
"BF00007335","G04",62255,"CRA-025593-1",12,"uL",9.87,"mM"
"BF00007335","M04",62261,"CRA-025599-1",12,"uL",9.88,"mM"
"BF00007335","F05",62270,"CRA-025608-1",12,"uL",10.05,"mM"
"BF00007335","B06",62282,"CRA-025620-1",12,"uL",10.03,"mM"
"BF00007335","O06",62294,"CRA-025632-1",12,"uL",9.98,"mM"
"BF00007335","C07",62298,"CRA-025636-1",12,"uL",9.88,"mM"
"BF00007335","D07",62299,"CRA-025637-1",12,"uL",10.02,"mM"
"BF00007335","G08",62318,"CRA-025656-1",12,"uL",10.02,"mM"
"BF00007335","B10",62345,"CRA-025683-1",12,"uL",10.04,"mM"
"BF00007335","F10",62349,"CRA-025687-1",12,"uL",9.96,"mM"
"BF00007335","L10",62355,"CRA-025693-1",12,"uL",10.08,"mM"
"BF00007335","B11",62361,"CRA-025699-1",12,"uL",10.07,"mM"
"BF00007335","I11",62368,"CRA-025706-1",12,"uL",9.96,"mM"
